,date,cases,population,land_area
929,2022-08-28,42,1056405,3194814529
930,2022-08-29,48,1084547,3974185436
931,2022-08-30,42,1159417,2888524276
932,2022-08-31,52,1493036,4545170835
933,2022-09-01,36,906105,3956199291
934,2022-09-02,33,712541,3375108400
935,2022-09-03,37,747758,2971078380
936,2022-09-04,30,898558,2749157639
937,2022-09-05,41,989785,2444336242
938,2022-09-06,57,1569000,3967626155
939,2022-09-07,56,1587473,6043976786
940,2022-09-08,51,1297988,3232084094
941,2022-09-09,48,1337149,4074642019
942,2022-09-10,30,869012,2578078021
943,2022-09-11,45,1129215,6190589376
944,2022-09-12,57,1311959,3906661748
945,2022-09-13,50,1387767,5126414709
946,2022-09-14,47,1108979,4760822436
947,2022-09-15,35,940801,2593156038
948,2022-09-16,46,1321821,2984336601
949,2022-09-17,35,932289,3035953339
950,2022-09-18,38,945309,1551554701
951,2022-09-19,43,1139891,3470005488
952,2022-09-20,38,1050020,2239462958
953,2022-09-21,36,986088,4351140537
954,2022-09-22,30,888475,2391166497
955,2022-09-23,28,562057,2540345761
956,2022-09-24,26,821024,2056691244
957,2022-09-25,27,597478,3424777099
958,2022-09-26,23,619553,1238041818
959,2022-09-27,38,1012940,2913159742
960,2022-09-28,31,801132,2212220774
961,2022-09-29,35,961807,2934222755
962,2022-09-30,36,1193156,3237296139
963,2022-10-01,28,782475,2007069196
964,2022-10-02,28,611017,1639529848
965,2022-10-03,34,1107414,2017941783
966,2022-10-04,39,1085821,2494988517
967,2022-10-05,32,789930,2044851423
968,2022-10-06,33,652856,3373634650
969,2022-10-07,23,661751,1876311130
970,2022-10-08,27,629533,2517556099
971,2022-10-09,30,666819,2673626913
972,2022-10-10,30,859239,2087448941
973,2022-10-11,29,956068,2017275094
974,2022-10-12,32,693405,2912504071
975,2022-10-13,21,807191,2241649291
976,2022-10-14,29,888808,2103596042
977,2022-10-15,36,903249,2126471196
978,2022-10-16,26,674837,1632168778
979,2022-10-17,41,1234263,2826146896
980,2022-10-18,35,937938,2555115570
981,2022-10-19,41,851972,2169573604
982,2022-10-20,33,696023,3339310289
983,2022-10-21,38,903943,3835164596
984,2022-10-22,30,740872,2837872002
985,2022-10-23,39,776898,2187559791
986,2022-10-24,34,829764,2639986192
987,2022-10-25,34,923121,2833678775
988,2022-10-26,31,832425,2919157336
989,2022-10-27,25,795109,2054377334
990,2022-10-28,18,380006,1873192742
991,2022-10-29,18,571808,1739042761
992,2022-10-30,12,313234,1151921416
993,2022-10-31,11,349046,833408509
994,2022-11-01,18,750012,1097553985
995,2022-11-02,10,241165,898448273
996,2022-11-03,14,327535,1318773731
997,2022-11-04,9,183455,788758348
998,2022-11-05,4,105740,257701778
999,2022-11-06,2,42133,122500926
1000,2022-11-07,2,57159,267668634
1001,2022-11-08,4,123665,1299109563
1002,2022-11-09,1,36156,110499901
