,date,county,cases,population,land_area
17074,10/24/21,Cook,11.85714286,388025,408746880
17098,10/25/21,Cook,10.85714286,292524,230552447
17115,10/26/21,Cook,11.14285714,446275,491854998
17144,10/27/21,Cook,12.14285714,432216,397744157
17172,10/28/21,Cook,13.28571429,519974,337176713
17198,10/29/21,Cook,13.57142857,517146,279773833
17223,10/30/21,Cook,12.71428571,346717,159186718
17253,10/31/21,Cook,12.57142857,367424,175767333
17281,11/1/21,Cook,14,553862,353239751
17308,11/2/21,Cook,13.57142857,440550,237553177
17333,11/3/21,Cook,13.71428571,490045,246411779
17353,11/4/21,Cook,13.14285714,441924,202752538
17379,11/5/21,Cook,12.57142857,359844,118111543
17398,11/6/21,Cook,13.28571429,457267,266463493
17420,11/7/21,Cook,13.28571429,429291,291934648
17451,11/8/21,Cook,12.42857143,614698,306558773
17488,11/9/21,Cook,12.42857143,363547,146809886
17518,11/10/21,Cook,12.28571429,465647,330728955
17549,11/11/21,Cook,12.71428571,500354,279054286
17585,11/12/21,Cook,12.57142857,446212,115704988
17610,11/13/21,Cook,11.71428571,196565,109793054
17635,11/14/21,Cook,11.42857143,409437,277590726
17663,11/15/21,Cook,12.28571429,513171,356443259
17694,11/16/21,Cook,13.42857143,745816,456785417
17722,11/17/21,Cook,13.28571429,503478,248332037
17751,11/18/21,Cook,13,470074,194492366
17778,11/19/21,Cook,14,708937,409789610
17801,11/20/21,Cook,15.71428571,714457,380915623
17834,11/21/21,Cook,16.28571429,371087,264388336
17863,11/22/21,Cook,16.42857143,749726,368498671
17895,11/23/21,Cook,16.57142857,621363,408762963
17929,11/24/21,Cook,16.28571429,310778,158876607
17963,11/25/21,Cook,15.42857143,229884,214444370
17988,11/26/21,Cook,15.71428571,615758,508897571
18026,11/27/21,Cook,15.71428571,599648,283748248
18066,11/28/21,Cook,16.57142857,671578,280341589
18108,11/29/21,Cook,16.57142857,638593,531774226
18147,11/30/21,Cook,16,568344,301940705
18178,12/1/21,Cook,18.14285714,1035361,390735107
18210,12/2/21,Cook,19.14285714,473966,171579853
18248,12/3/21,Cook,19.14285714,759441,325285309
18283,12/4/21,Cook,18.85714286,621326,332304214
18316,12/5/21,Cook,19.28571429,937793,376581603
18355,12/6/21,Cook,19.42857143,713189,329815835
18398,12/7/21,Cook,20.28571429,748139,275461136
18436,12/8/21,Cook,18.85714286,584920,267470090
18477,12/9/21,Cook,18.85714286,702907,256898159
18514,12/10/21,Cook,18,436055,186535885
18556,12/11/21,Cook,17,420447,253702133
18589,12/12/21,Cook,15.42857143,283937,194585800
18625,12/13/21,Cook,14.14285714,394652,271748256
18656,12/14/21,Cook,12.14285714,337594,285923679
18682,12/15/21,Cook,10.28571429,82044,38277330
18701,12/16/21,Cook,8.571428571,133867,47031813
18729,12/18/21,Cook,7.142857143,72216,18353976
18742,12/29/21,Cook,5.714285714,35912,9656913
18743,12/30/21,Cook,4.142857143,64267,9055133
18744,12/31/21,Cook,2.714285714,27177,11840818
