,date,cases,population,land_area
342,1/18/21,199.5714286,5237617,15994880060
343,1/19/21,199,4570126,12447695687
344,1/20/21,190.4285714,3887367,10846052940
345,1/21/21,191.5714286,4738039,11207526813
346,1/22/21,186,3621118,10028711784
347,1/23/21,181.4285714,3632691,9142247890
348,1/24/21,180.5714286,4083505,10788862750
349,1/25/21,176,4521420,10536706637
350,1/26/21,170.5714286,3828901,10525147571
351,1/27/21,170,3660173,9103297429
352,1/28/21,160.8571429,3657249,9481761259
353,1/29/21,158.2857143,3233976,9269083008
354,1/30/21,152.5714286,3092180,8316970399
355,1/31/21,146.1428571,2976362,8928216701
356,2/1/21,138.5714286,3885832,9647691299
357,2/2/21,136.1428571,3682397,8168170214
358,2/3/21,133.7142857,3733915,8620302821
359,2/4/21,131.4285714,3913090,6426612760
360,2/5/21,127.7142857,2840616,6040959925
361,2/6/21,127.4285714,2925758,6781769145
362,2/7/21,125.1428571,2866005,8005412582
363,2/8/21,125.1428571,3657131,9817348963
364,2/9/21,119.4285714,2838117,7781200457
365,2/10/21,113.7142857,3074857,7429191417
366,2/11/21,109.2857143,2631707,8228549141
367,2/12/21,106.8571429,2161013,6214302215
368,2/13/21,104.8571429,2575518,7062057314
369,2/14/21,99.71428571,1871926,4923663121
370,2/15/21,93.57142857,2532614,6480259602
371,2/16/21,92,2456304,5100817637
372,2/17/21,91.28571429,2460232,7737258725
373,2/18/21,92.28571429,2625066,6807652023
374,2/19/21,94.42857143,2839083,6364806725
375,2/20/21,90.85714286,1737744,5701316429
376,2/21/21,92.85714286,2197756,6437141151
377,2/22/21,90.71428571,2581375,5232135571
378,2/23/21,89.42857143,2446548,4743852373
379,2/24/21,86,2064608,5982926750
380,2/25/21,81.14285714,1732485,5194412785
381,2/26/21,77.14285714,2129452,5254250468
382,2/27/21,75.85714286,2002588,3614309931
383,2/28/21,72.71428571,1524314,3658618100
384,3/1/21,71.71428571,2111315,3868960631
385,3/2/21,68.71428571,1874249,4623118428
386,3/3/21,66.42857143,1925412,2990262314
387,3/4/21,68.28571429,2099147,6003268330
388,3/5/21,68.28571429,2201617,4923058895
389,3/6/21,69.71428571,2070699,4454914989
390,3/7/21,71,1658753,2552181696
391,3/8/21,70.14285714,2077301,4722629207
392,3/9/21,72.57142857,2062747,3587921463
393,3/10/21,74,1856687,2728905124
394,3/11/21,72.85714286,1977066,4522557613
395,3/12/21,73.71428571,2178865,5454466341
396,3/13/21,72.14285714,1873133,2529725075
397,3/14/21,72.28571429,1532837,5030777607
398,3/15/21,73.85714286,2363485,4198482939
399,3/16/21,74.57142857,2211049,4803879642
400,3/17/21,78,2197121,6687855782
401,3/18/21,77.42857143,2159940,5307863556
402,3/19/21,78.14285714,2422242,4507616159
403,3/20/21,81.71428571,2294938,5932068290
404,3/21/21,86.14285714,2914344,4124278408
405,3/22/21,88.14285714,2583140,7236159568
406,3/23/21,93.14285714,3002912,6658409074
407,3/24/21,95.28571429,2799446,6499055740
408,3/25/21,100.7142857,2617894,5179529140
409,3/26/21,105,2671639,5982995792
410,3/27/21,106,2558329,5856971888
411,3/28/21,108.2857143,2916078,7304455789
412,3/29/21,114.2857143,3420855,10092323947
413,3/30/21,112.2857143,3076820,5917177174
414,3/31/21,116.2857143,3237039,8089493936
415,4/1/21,118.5714286,3079558,6666670547
416,4/2/21,122.8571429,4000318,7798562232
417,4/3/21,129.8571429,3462163,5370415816
418,4/4/21,132,3481918,7399488858
419,4/5/21,131.5714286,3522320,6797408995
420,4/6/21,142,4031086,8660022352
421,4/7/21,144.1428571,3723938,8930136451
422,4/8/21,149.1428571,3613152,10905074785
423,4/9/21,151.5714286,3975928,8290476958
424,4/10/21,152,3939125,7335027017
425,4/11/21,156.5714286,3936343,9292093128
426,4/12/21,164,4484333,12172374441
427,4/13/21,163,3639441,10527313617
428,4/14/21,166.5714286,4011367,9070957631
429,4/15/21,171,4417158,9760305290
430,4/16/21,173,4525748,9020557693
431,4/17/21,174.2857143,3766716,6385160695
432,4/18/21,174.4285714,3870922,9055790977
433,4/19/21,170,3647365,10965985952
434,4/20/21,168.5714286,3916047,9632698034
435,4/21/21,165.8571429,3961425,8377613849
436,4/22/21,158,3418309,7782880422
437,4/23/21,153,3521250,10022871501
438,4/24/21,151.2857143,3514564,7657917156
439,4/25/21,149.2857143,3546977,10789226156
440,4/26/21,148.5714286,3742278,8119815612
441,4/27/21,144.5714286,3308857,8462390049
442,4/28/21,144.2857143,3851577,9885501168
443,4/29/21,145.1428571,3613168,8988861681
444,4/30/21,147.5714286,3599955,9679472468
445,5/1/21,147.5714286,3819467,9025747056
446,5/2/21,147.8571429,3502233,7849829917
447,5/3/21,150.4285714,4098859,11665021350
448,5/4/21,152.2857143,3765532,6985599733
449,5/5/21,150.1428571,3469538,8094578399
450,5/6/21,148,3340613,7371278519
451,5/7/21,144.1428571,3280375,6366445597
452,5/8/21,141.5714286,3272626,7141157357
453,5/9/21,134.5714286,2660908,5995329817
454,5/10/21,128.7142857,3663473,8190971989
455,5/11/21,122,2764522,5704429772
456,5/12/21,115.2857143,2508397,6883873835
457,5/13/21,109.1428571,2310841,4773224952
458,5/14/21,103.1428571,2377152,7094593229
459,5/15/21,98,2428345,5282175428
460,5/16/21,94.28571429,2011670,5366228866
461,5/17/21,90.14285714,2472818,8022617458
462,5/18/21,86.57142857,1980348,4743996185
463,5/19/21,84.71428571,2441308,5395285663
464,5/20/21,84.57142857,1886652,6792528842
465,5/21/21,84.85714286,2259940,6712737543
466,5/22/21,84.14285714,2529196,5176296005
467,5/23/21,84,1967506,6058522183
468,5/24/21,80.85714286,1966203,6473525415
469,5/25/21,83.28571429,2289613,7501126511
470,5/26/21,80.57142857,1683347,4324665216
471,5/27/21,77.14285714,1942993,3775325411
472,5/28/21,71.57142857,1518951,3680986260
473,5/29/21,67.14285714,1375831,3125179934
474,5/30/21,64.14285714,1338246,4451880354
475,5/31/21,60.28571429,1509495,4218661128
476,6/1/21,57.71428571,2006126,4365181194
477,6/2/21,57.28571429,1486593,3514805016
478,6/3/21,56,1588534,3496600444
479,6/4/21,54.85714286,1412380,2572133721
480,6/5/21,52.28571429,1042345,1846959346
481,6/6/21,51,1190209,4331116855
482,6/7/21,48.14285714,1224286,2747845000
483,6/8/21,44.57142857,1447177,2402327734
484,6/9/21,40.85714286,1016036,2453729734
485,6/10/21,38,1053817,2420201589
486,6/11/21,35.85714286,843458,2642408075
487,6/12/21,35.57142857,900690,2690094011
488,6/13/21,33.71428571,788914,2112312040
489,6/14/21,32.85714286,832717,2880290053
490,6/15/21,29.85714286,740560,1798911834
491,6/16/21,29,840611,2411484090
492,6/17/21,28.71428571,1039244,2397927537
493,6/18/21,28.28571429,825799,1556380052
494,6/19/21,26.57142857,728605,2146872298
495,6/20/21,24.57142857,399771,1439248370
496,6/21/21,24,573133,1932872366
497,6/22/21,23.42857143,432150,2859303509
498,6/23/21,22.57142857,834196,1838016836
499,6/24/21,23.57142857,893134,3277695122
500,6/25/21,23.28571429,770138,4003261243
501,6/26/21,24.14285714,645831,1874079492
502,6/27/21,23.42857143,235611,864366964
503,6/28/21,24.71428571,1115907,2879321988
504,6/29/21,24.57142857,528771,1621050332
505,6/30/21,26.57142857,737156,2309651677
506,7/1/21,25.42857143,729761,2884954292
507,7/2/21,25.14285714,576987,2333112390
508,7/3/21,24.42857143,732670,1351725174
509,7/4/21,26.85714286,762736,3614418292
510,7/5/21,26.42857143,743242,4250980868
511,7/6/21,27.57142857,660256,3101827085
512,7/7/21,29,1198467,3881004862
513,7/8/21,31.85714286,1461156,3620001182
514,7/9/21,34.14285714,904396,3826861131
515,7/10/21,36.71428571,902058,3236316661
516,7/11/21,36.42857143,691347,2641882441
517,7/12/21,37.85714286,1044760,3356114888
518,7/13/21,40.28571429,1426943,3112850345
519,7/14/21,39.14285714,890880,3201670462
520,7/15/21,37.57142857,679553,3935536573
521,7/16/21,40.14285714,1351945,6136914009
522,7/17/21,41,1139274,3907844573
523,7/18/21,44,1251097,3334015507
524,7/19/21,46.71428571,1420035,6350421491
525,7/20/21,48.14285714,1319290,5550749927
526,7/21/21,49.85714286,1324485,4543317700
527,7/22/21,54.42857143,1796950,6301075953
528,7/23/21,56.28571429,1949394,5229254049
529,7/24/21,58.85714286,1881684,5433138876
530,7/25/21,62.71428571,1694994,6984871657
531,7/26/21,67.71428571,2577757,8044677137
532,7/27/21,70.42857143,1997938,5664256152
533,7/28/21,75.85714286,2153515,7262719431
534,7/29/21,79.57142857,1995607,12329079410
535,7/30/21,84,2617109,9130508058
536,7/31/21,87.85714286,2195236,7233312736
537,8/1/21,92.28571429,2413998,8425443289
538,8/2/21,96,2624428,11172909243
539,8/3/21,99.71428571,2306928,9950930178
540,8/4/21,104.7142857,2709176,11698439004
541,8/5/21,108.2857143,2981006,7846377622
542,8/6/21,113,2704696,13008401296
543,8/7/21,118.5714286,2641513,10428105459
544,8/8/21,122.4285714,2659926,11377825349
545,8/9/21,128.1428571,3467349,10977099620
546,8/10/21,134.8571429,3692755,14249007904
547,8/11/21,138.2857143,2964613,11985407335
548,8/12/21,142.5714286,3402754,11897810926
549,8/13/21,146.8571429,3946757,12194143504
550,8/14/21,150.4285714,3322584,12613247695
551,8/15/21,151.8571429,3305962,11746704265
552,8/16/21,153,3399888,14266328416
553,8/17/21,154,3592399,11430359059
554,8/18/21,154.8571429,2875296,12976483954
555,8/19/21,155.8571429,3324369,14739950461
556,8/20/21,155.2857143,3492354,13487777215
557,8/21/21,155.7142857,3196950,11398969642
558,8/22/21,156.2857143,3588467,10655403789
559,8/23/21,162.5714286,4385303,18276663044
560,8/24/21,162.5714286,3430956,12536046254
561,8/25/21,165,3884883,12720713646
562,8/26/21,167.4285714,3719868,14267906102
563,8/27/21,165.1428571,3677809,12342971002
564,8/28/21,159.1428571,2761954,10141002434
565,8/29/21,158.4285714,3270421,12390858770
566,8/30/21,151.1428571,3575639,14155312177
567,8/31/21,155.5714286,3768210,13048789734
568,9/1/21,154.5714286,3645656,16797662664
569,9/2/21,154,3617700,13057179928
570,9/3/21,156.1428571,3344636,14469443386
571,9/4/21,160.2857143,2988197,13065683967
572,9/5/21,161.5714286,3001175,14165215672
573,9/6/21,160.2857143,3310575,13027234127
574,9/7/21,160.2857143,4133442,16267972592
575,9/8/21,161.5714286,3622208,15151110217
576,9/9/21,157,3454567,12146115092
577,9/10/21,152.2857143,2571207,11524026066
578,9/11/21,150.2857143,3078598,10132314293
579,9/12/21,146.5714286,3037906,9909630797
580,9/13/21,147.1428571,3068152,14998901294
581,9/14/21,142,3360429,12086766970
582,9/15/21,135.7142857,2651371,11736498346
583,9/16/21,135.4285714,3328830,13124744848
584,9/17/21,135,2759259,9619083898
585,9/18/21,135.5714286,2868040,12468786898
586,9/19/21,136.5714286,2620790,13466935156
587,9/20/21,136.5714286,3810472,13680646929
588,9/21/21,136.2857143,3444087,14878487771
589,9/22/21,136.2857143,2960618,9906975696
590,9/23/21,134.4285714,2875689,11419611568
591,9/24/21,134.4285714,2715463,11382590669
592,9/25/21,131.8571429,2568883,11908089499
593,9/26/21,130.1428571,2700094,11032855663
594,9/27/21,131.2857143,3767192,15048559174
595,9/28/21,124.4285714,2181459,9172331782
596,9/29/21,122.4285714,2674538,9920411088
597,9/30/21,122.4285714,3022899,9545875352
598,10/1/21,123,3197464,10834288953
599,10/2/21,120.4285714,2809697,7213773770
600,10/3/21,117.7142857,2011527,11584923054
