,date,county,cases,population,land_area
20933,2022-10-06,Cook,6,182265,81812239
20950,2022-10-07,Cook,2,66941,41303127
20965,2022-10-08,Cook,8,257846,96587247
20977,2022-10-09,Cook,7,204903,122225005
20989,2022-10-10,Cook,10,336543,247339392
21003,2022-10-11,Cook,11,519213,211132335
21015,2022-10-12,Cook,12,346777,166232628
21029,2022-10-13,Cook,7,398588,101615097
21040,2022-10-14,Cook,8,376842,211541831
21052,2022-10-15,Cook,8,355434,168018805
21061,2022-10-16,Cook,7,267900,141228683
21072,2022-10-17,Cook,20,635374,437221429
21083,2022-10-18,Cook,12,396593,306918482
21095,2022-10-19,Cook,13,270418,188386976
21108,2022-10-20,Cook,11,211498,164135141
21122,2022-10-21,Cook,8,233452,152802704
21138,2022-10-22,Cook,6,235197,137663743
21155,2022-10-23,Cook,8,257933,136924974
21164,2022-10-24,Cook,5,246379,88249473
21179,2022-10-25,Cook,9,324307,121590494
21193,2022-10-26,Cook,8,347463,194653622
21205,2022-10-27,Cook,8,300204,101311473
21216,2022-10-28,Cook,5,171221,258411357
21227,2022-10-29,Cook,6,234788,87560676
21240,2022-10-30,Cook,2,32463,23580210
21248,2022-10-31,Cook,2,113486,42088236
21255,2022-11-01,Cook,5,365225,100413018
21260,2022-11-02,Cook,3,102463,87480403
21275,2022-11-04,Cook,1,22439,22037857
21282,2022-11-05,Cook,1,38161,33047771
21285,2022-11-06,Cook,1,39188,23666216
21287,2022-11-07,Cook,1,55026,28752636
