,date,county,cases,population,land_area
17929,2021-11-24,Cook,11,310778,158876607
17963,2021-11-25,Cook,8,229884,214444370
17988,2021-11-26,Cook,17,615758,508897571
18026,2021-11-27,Cook,20,599648,283748248
18066,2021-11-28,Cook,20,671578,280341589
18108,2021-11-29,Cook,19,638593,531774226
18147,2021-11-30,Cook,17,568344,301940705
18178,2021-12-01,Cook,26,1035361,390735107
18210,2021-12-02,Cook,15,473966,171579853
18248,2021-12-03,Cook,17,759441,325285309
18283,2021-12-04,Cook,18,621326,332304214
18316,2021-12-05,Cook,23,937793,376581603
18355,2021-12-06,Cook,20,713189,329815835
18398,2021-12-07,Cook,23,748139,275461136
18436,2021-12-08,Cook,16,584920,267470090
18477,2021-12-09,Cook,15,702907,256898159
18514,2021-12-10,Cook,11,436055,186535885
18556,2021-12-11,Cook,11,420447,253702133
18589,2021-12-12,Cook,12,283937,194585800
18625,2021-12-13,Cook,11,394652,271748256
18656,2021-12-14,Cook,9,337594,285923679
18682,2021-12-15,Cook,3,82044,38277330
18701,2021-12-16,Cook,3,133867,47031813
18729,2021-12-18,Cook,1,72216,18353976
18742,2021-12-29,Cook,1,35912,9656913
18743,2021-12-30,Cook,1,64267,9055133
18744,2021-12-31,Cook,1,27177,11840818
