,PY,ToIHT
20758,5691.0,144.0
20759,6204.0,129.0
20760,6652.0,167.0
20761,7094.0,181.0
20762,7587.0,168.0
20763,8443.0,177.0
20764,8955.0,180.0
20765,9146.0,196.0
20766,9039.0,203.0
20767,8737.0,189.0
20768,8581.0,186.0
20769,8348.0,198.0
20770,8094.0,168.0
20771,8064.0,165.0
20772,8051.0,179.0
20773,8002.0,179.0
20774,7641.0,165.0
20775,7174.0,164.0
20776,6967.0,163.0
20777,6924.0,161.0
20778,6886.0,153.0
20779,6877.0,179.0
20780,6778.0,161.0
20781,6751.0,167.0
20782,6528.0,134.0
20783,6275.0,144.0
20784,6231.0,142.0
20785,6191.0,129.0
20786,6249.0,141.0
20787,6319.0,126.0
20788,6046.0,142.0
20789,5835.0,148.0
20790,5561.0,143.0
20791,5474.0,124.0
20792,5376.0,135.0
20793,5247.0,115.0
20794,5254.0,130.0
20795,5156.0,114.0
20796,4961.0,97.0
20797,4744.0,104.0
20798,4614.0,97.0
20799,4517.0,94.0
20800,4501.0,107.0
20801,4436.0,89.0
20802,4285.0,99.0
20803,4090.0,99.0
20804,4101.0,92.0
20805,3949.0,91.0
20806,3879.0,86.0
20807,3855.0,97.0
20808,3778.0,92.0
20809,3732.0,78.0
20810,3517.0,94.0
20811,3324.0,76.0
20812,3320.0,85.0
20813,3231.0,68.0
20814,3091.0,68.0
20815,3026.0,75.0
20816,2946.0,75.0
20817,2844.0,53.0
20818,2700.0,75.0
20819,2610.0,64.0
20820,2648.0,54.0
20821,2612.0,54.0
20822,2486.0,54.0
20823,2422.0,61.0
20824,2389.0,52.0
20825,2255.0,62.0
20826,2145.0,46.0
20827,2084.0,50.0
20828,2040.0,51.0
20829,1961.0,49.0
20830,1981.0,55.0
20831,1918.0,42.0
20832,1.0,0.0
20833,1.0,0.0
20834,1.0,0.0
20835,0.0,0.0
20836,1.0,0.0
20837,2.0,0.0
20838,4.0,0.0
20839,5.0,0.0
20840,10.0,0.0
20841,8.0,1.0
20842,13.0,0.0
20843,17.0,0.0
20844,23.0,1.0
20845,44.0,1.0
20846,49.0,0.0
20847,73.0,3.0
20848,84.0,2.0
20849,111.0,2.0
20850,147.0,3.0
20851,211.0,6.0
20852,258.0,5.0
20853,340.0,10.0
20854,430.0,10.0
20855,616.0,19.0
20856,870.0,24.0
20857,1158.0,37.0
20858,1432.0,34.0
20859,1740.0,32.0
20860,2081.0,52.0
20861,2504.0,63.0
20862,3008.0,65.0
20863,3584.0,78.0
20864,4042.0,76.0
20865,4203.0,89.0
20866,4257.0,105.0
20867,4465.0,118.0
20868,4905.0,108.0
20869,5427.0,125.0
20870,6009.0,136.0
20871,6501.0,151.0
20872,6798.0,151.0
20873,7139.0,135.0
20874,7511.0,198.0
20875,8260.0,175.0
20876,8744.0,169.0
20877,8759.0,188.0
20878,8784.0,176.0
20879,8345.0,192.0
20880,7860.0,171.0
20881,7478.0,173.0
20882,7168.0,185.0
20883,6920.0,149.0
20884,6904.0,132.0
20885,6650.0,164.0
20886,6362.0,148.0
20887,6033.0,138.0
20888,5892.0,137.0
20889,5685.0,146.0
20890,5541.0,146.0
20891,5471.0,140.0
20892,5524.0,115.0
20893,5338.0,122.0
20894,5088.0,126.0
20895,4941.0,93.0
20896,4762.0,111.0
20897,4643.0,131.0
20898,4609.0,118.0
20899,4525.0,98.0
20900,4350.0,105.0
20901,4150.0,81.0
20902,3864.0,98.0
20903,3686.0,82.0
20904,3651.0,95.0
20905,3628.0,84.0
20906,3565.0,91.0
20907,3391.0,80.0
20908,3287.0,81.0
20909,3137.0,79.0
20910,3040.0,56.0
20911,2963.0,74.0
20912,2843.0,49.0
20913,2767.0,60.0
20914,2711.0,67.0
20915,2535.0,45.0
20916,2399.0,56.0
20917,2374.0,48.0
20918,2353.0,54.0
20919,2298.0,48.0
20920,2278.0,40.0
20921,2142.0,63.0
20922,1997.0,44.0
20923,1911.0,53.0
20924,1857.0,50.0
20925,1845.0,43.0
20926,1865.0,39.0
20927,1805.0,51.0
20928,1738.0,37.0
20929,1657.0,41.0
20930,1519.0,36.0
20931,1440.0,34.0
20932,1407.0,31.0
20933,1405.0,36.0
20934,1308.0,26.0
20935,1280.0,23.0
20936,1198.0,22.0
20937,1131.0,24.0
20938,1079.0,36.0
20939,1056.0,31.0
20940,1061.0,20.0
20941,1107.0,31.0
20942,1017.0,24.0
20943,938.0,13.0
20944,1.0,0.0
20945,1.0,0.0
20946,1.0,0.0
20947,2.0,0.0
20948,2.0,0.0
20949,2.0,0.0
20950,3.0,0.0
20951,8.0,0.0
20952,7.0,1.0
20953,8.0,0.0
20954,11.0,0.0
20955,16.0,1.0
20956,18.0,1.0
20957,23.0,1.0
20958,27.0,1.0
20959,43.0,3.0
20960,51.0,3.0
20961,92.0,2.0
20962,129.0,2.0
20963,153.0,2.0
20964,190.0,8.0
20965,237.0,7.0
20966,330.0,13.0
20967,476.0,18.0
20968,652.0,18.0
20969,896.0,29.0
20970,1120.0,24.0
20971,1353.0,34.0
20972,1646.0,43.0
20973,2004.0,59.0
20974,2383.0,57.0
20975,2894.0,69.0
20976,3334.0,62.0
20977,3616.0,84.0
20978,3789.0,96.0
20979,3978.0,84.0
20980,4275.0,99.0
20981,4765.0,110.0
20982,5294.0,116.0
20983,5816.0,136.0
20984,6423.0,133.0
20985,6739.0,144.0
20986,7185.0,175.0
20987,7860.0,195.0
20988,8463.0,186.0
20989,8649.0,168.0
20990,8779.0,178.0
20991,8591.0,201.0
20992,8111.0,162.0
20993,7762.0,193.0
20994,7511.0,157.0
20995,7534.0,142.0
20996,7521.0,145.0
20997,7288.0,178.0
20998,7119.0,158.0
20999,6734.0,140.0
21000,6601.0,127.0
21001,6428.0,176.0
21002,6302.0,149.0
21003,6342.0,154.0
21004,6398.0,141.0
21005,6263.0,140.0
21006,6055.0,115.0
21007,5792.0,107.0
21008,5572.0,131.0
21009,5656.0,147.0
21010,5813.0,103.0
21011,5764.0,119.0
21012,5536.0,136.0
21013,5179.0,138.0
21014,5127.0,113.0
21015,4917.0,100.0
21016,5051.0,133.0
21017,4958.0,92.0
21018,4841.0,106.0
21019,4793.0,126.0
21020,4587.0,115.0
21021,4392.0,113.0
21022,4299.0,113.0
21023,4263.0,100.0
21024,4211.0,97.0
21025,4289.0,99.0
21026,4072.0,77.0
21027,3921.0,106.0
21028,3730.0,90.0
21029,3650.0,90.0
21030,3588.0,78.0
21031,3544.0,80.0
21032,3517.0,87.0
21033,3462.0,74.0
21034,3298.0,80.0
21035,3174.0,76.0
21036,3086.0,72.0
21037,3066.0,57.0
21038,3012.0,59.0
21039,2966.0,61.0
21040,2965.0,64.0
21041,2802.0,63.0
21042,2677.0,65.0
21043,2567.0,54.0
21044,2543.0,79.0
21045,2493.0,65.0
21046,2457.0,42.0
21047,2347.0,47.0
21048,2225.0,46.0
21049,2201.0,54.0
21050,2141.0,57.0
21051,2031.0,60.0
21052,2035.0,42.0
21053,2036.0,50.0
21054,2019.0,45.0
21055,1884.0,46.0
21056,1.0,0.0
21057,1.0,0.0
21058,0.0,0.0
21059,0.0,0.0
21060,0.0,1.0
21061,1.0,0.0
21062,2.0,1.0
21063,3.0,0.0
21064,4.0,0.0
21065,3.0,0.0
21066,6.0,0.0
21067,12.0,0.0
21068,14.0,0.0
21069,16.0,0.0
21070,24.0,1.0
21071,41.0,2.0
21072,61.0,0.0
21073,74.0,1.0
21074,108.0,2.0
21075,122.0,3.0
21076,143.0,6.0
21077,197.0,12.0
21078,297.0,13.0
21079,409.0,19.0
21080,608.0,19.0
21081,914.0,27.0
21082,1124.0,31.0
21083,1375.0,53.0
21084,1763.0,50.0
21085,2152.0,61.0
21086,2628.0,63.0
21087,3218.0,80.0
21088,3705.0,80.0
21089,4093.0,89.0
21090,4243.0,99.0
21091,4441.0,98.0
21092,4918.0,105.0
21093,5527.0,118.0
21094,6286.0,136.0
21095,7046.0,134.0
21096,7744.0,164.0
21097,8150.0,198.0
21098,8854.0,200.0
21099,9862.0,204.0
21100,10832.0,200.0
21101,10877.0,202.0
21102,10984.0,205.0
21103,10733.0,195.0
21104,10220.0,217.0
21105,9914.0,248.0
21106,9774.0,223.0
21107,9666.0,211.0
21108,9769.0,211.0
21109,9670.0,222.0
21110,9290.0,202.0
21111,8842.0,208.0
21112,8618.0,188.0
21113,8606.0,201.0
21114,8570.0,211.0
21115,8671.0,186.0
21116,8729.0,201.0
21117,8605.0,178.0
21118,8264.0,200.0
21119,8153.0,190.0
21120,8011.0,185.0
21121,8094.0,159.0
21122,8104.0,190.0
21123,8052.0,159.0
21124,7912.0,180.0
21125,7541.0,196.0
21126,7270.0,160.0
21127,7196.0,180.0
21128,7230.0,157.0
21129,7114.0,163.0
21130,7037.0,177.0
21131,6930.0,158.0
21132,6756.0,159.0
21133,6579.0,133.0
21134,6464.0,147.0
21135,6243.0,128.0
21136,6256.0,158.0
21137,6223.0,145.0
21138,5930.0,136.0
21139,5759.0,130.0
21140,5518.0,137.0
21141,5523.0,125.0
21142,5416.0,136.0
21143,5492.0,136.0
21144,5508.0,118.0
21145,5358.0,108.0
21146,5143.0,132.0
21147,5133.0,133.0
21148,4899.0,129.0
21149,4800.0,102.0
21150,4792.0,102.0
21151,4719.0,113.0
21152,4600.0,88.0
21153,4415.0,101.0
21154,4191.0,92.0
21155,4019.0,92.0
21156,3973.0,90.0
21157,3910.0,89.0
21158,3811.0,84.0
21159,3689.0,83.0
21160,3607.0,81.0
21161,3484.0,79.0
21162,3388.0,78.0
21163,3351.0,71.0
21164,3299.0,69.0
21165,3293.0,74.0
21166,3254.0,55.0
21167,3061.0,77.0
21168,1.0,0.0
21169,1.0,0.0
21170,1.0,0.0
21171,0.0,0.0
21172,1.0,0.0
21173,1.0,0.0
21174,2.0,0.0
21175,3.0,0.0
21176,3.0,0.0
21177,3.0,0.0
21178,3.0,0.0
21179,9.0,0.0
21180,9.0,0.0
21181,10.0,0.0
21182,14.0,2.0
21183,23.0,3.0
21184,32.0,1.0
21185,55.0,5.0
21186,70.0,1.0
21187,108.0,2.0
21188,131.0,4.0
21189,179.0,6.0
21190,262.0,9.0
21191,373.0,9.0
21192,567.0,26.0
21193,742.0,15.0
21194,979.0,25.0
21195,1258.0,35.0
21196,1546.0,34.0
21197,1936.0,52.0
21198,2389.0,64.0
21199,2961.0,71.0
21200,3433.0,77.0
21201,3694.0,73.0
21202,3873.0,83.0
21203,4138.0,84.0
21204,4605.0,104.0
21205,5013.0,132.0
21206,5749.0,139.0
21207,6430.0,145.0
21208,7119.0,150.0
21209,7613.0,191.0
21210,8228.0,185.0
21211,9218.0,198.0
21212,9879.0,193.0
21213,9995.0,208.0
21214,10040.0,216.0
21215,9721.0,214.0
21216,9301.0,243.0
21217,9045.0,199.0
21218,8828.0,172.0
21219,8715.0,170.0
21220,8680.0,177.0
21221,8580.0,192.0
21222,8224.0,182.0
21223,7826.0,179.0
21224,7481.0,187.0
21225,7388.0,159.0
21226,7474.0,178.0
21227,7542.0,169.0
21228,7558.0,130.0
21229,7412.0,159.0
21230,7182.0,197.0
21231,6811.0,150.0
21232,6672.0,175.0
21233,6628.0,156.0
21234,6795.0,160.0
21235,6807.0,154.0
21236,6644.0,156.0
21237,6330.0,141.0
21238,5978.0,139.0
21239,5977.0,140.0
21240,5827.0,119.0
21241,5765.0,134.0
21242,5792.0,158.0
21243,5512.0,131.0
21244,5266.0,114.0
21245,5043.0,125.0
21246,5077.0,140.0
21247,5015.0,122.0
21248,4937.0,126.0
21249,4881.0,129.0
21250,4666.0,101.0
21251,4531.0,93.0
21252,4304.0,100.0
21253,4172.0,108.0
21254,4130.0,87.0
21255,4124.0,88.0
21256,4030.0,91.0
21257,4018.0,83.0
21258,3796.0,92.0
21259,3638.0,104.0
21260,3638.0,78.0
21261,3585.0,84.0
21262,3493.0,78.0
21263,3406.0,62.0
21264,3314.0,69.0
21265,3140.0,68.0
21266,2905.0,62.0
21267,2746.0,63.0
21268,2675.0,80.0
21269,2680.0,57.0
21270,2724.0,57.0
21271,2685.0,59.0
21272,2514.0,62.0
21273,2432.0,53.0
21274,2393.0,45.0
21275,2325.0,59.0
21276,2295.0,43.0
21277,2212.0,66.0
21278,2215.0,52.0
21279,2080.0,58.0
21280,1.0,0.0
21281,1.0,0.0
21282,2.0,0.0
21283,2.0,0.0
21284,4.0,1.0
21285,3.0,0.0
21286,3.0,0.0
21287,5.0,0.0
21288,6.0,0.0
21289,14.0,0.0
21290,18.0,1.0
21291,19.0,1.0
21292,20.0,1.0
21293,34.0,2.0
21294,34.0,3.0
21295,46.0,2.0
21296,67.0,4.0
21297,89.0,3.0
21298,143.0,3.0
21299,181.0,3.0
21300,208.0,8.0
21301,309.0,9.0
21302,381.0,9.0
21303,558.0,27.0
21304,732.0,18.0
21305,1050.0,25.0
21306,1359.0,43.0
21307,1656.0,43.0
21308,2006.0,66.0
21309,2493.0,64.0
21310,3023.0,80.0
21311,3774.0,97.0
21312,4338.0,100.0
21313,4681.0,118.0
21314,4740.0,113.0
21315,5119.0,125.0
21316,5481.0,144.0
21317,6166.0,155.0
21318,6895.0,176.0
21319,7620.0,178.0
21320,8439.0,208.0
21321,8700.0,206.0
21322,9343.0,198.0
21323,10248.0,220.0
21324,11052.0,198.0
21325,11155.0,221.0
21326,10860.0,243.0
21327,10518.0,216.0
21328,9861.0,228.0
21329,9501.0,197.0
21330,9323.0,219.0
21331,9097.0,215.0
21332,8990.0,179.0
21333,8896.0,194.0
21334,8402.0,159.0
21335,7803.0,188.0
21336,7438.0,170.0
21337,7269.0,169.0
21338,7211.0,169.0
21339,7073.0,158.0
21340,7071.0,146.0
21341,6756.0,167.0
21342,6317.0,152.0
21343,6181.0,162.0
21344,6003.0,134.0
21345,5990.0,134.0
21346,5957.0,125.0
21347,5877.0,114.0
21348,5562.0,121.0
21349,5305.0,122.0
21350,5024.0,113.0
21351,4869.0,121.0
21352,4629.0,93.0
21353,4512.0,90.0
21354,4476.0,119.0
21355,4352.0,97.0
21356,4125.0,96.0
21357,3872.0,98.0
21358,3685.0,77.0
21359,3625.0,79.0
21360,3580.0,81.0
21361,3380.0,74.0
21362,3226.0,73.0
21363,3078.0,84.0
21364,2910.0,80.0
21365,2874.0,80.0
21366,2797.0,53.0
21367,2684.0,64.0
21368,2620.0,58.0
21369,2537.0,72.0
21370,2335.0,54.0
21371,2243.0,55.0
21372,2114.0,60.0
21373,2122.0,64.0
21374,2061.0,43.0
21375,2024.0,37.0
21376,1961.0,51.0
21377,1845.0,48.0
21378,1709.0,44.0
21379,1622.0,38.0
21380,1566.0,44.0
21381,1522.0,33.0
21382,1486.0,35.0
21383,1419.0,48.0
21384,1324.0,29.0
21385,1268.0,31.0
21386,1209.0,26.0
21387,1214.0,23.0
21388,1188.0,28.0
21389,1141.0,21.0
21390,1123.0,23.0
21391,1048.0,26.0
21392,0.0,0.0
21393,0.0,0.0
21394,1.0,0.0
21395,2.0,0.0
21396,2.0,1.0
21397,3.0,0.0
21398,4.0,0.0
21399,1.0,0.0
21400,0.0,0.0
21401,3.0,0.0
21402,4.0,0.0
21403,6.0,0.0
21404,9.0,1.0
21405,9.0,0.0
21406,16.0,0.0
21407,15.0,1.0
21408,34.0,1.0
21409,40.0,2.0
21410,66.0,2.0
21411,85.0,2.0
21412,105.0,4.0
21413,134.0,4.0
21414,216.0,4.0
21415,272.0,6.0
21416,425.0,11.0
21417,614.0,19.0
21418,814.0,21.0
21419,1019.0,27.0
21420,1234.0,37.0
21421,1488.0,37.0
21422,1797.0,49.0
21423,2225.0,57.0
21424,2625.0,65.0
21425,2866.0,62.0
21426,2973.0,66.0
21427,3194.0,88.0
21428,3527.0,105.0
21429,3907.0,98.0
21430,4418.0,88.0
21431,4968.0,121.0
21432,5509.0,145.0
21433,5800.0,119.0
21434,6261.0,148.0
21435,6883.0,148.0
21436,7440.0,180.0
21437,7810.0,132.0
21438,7756.0,146.0
21439,7491.0,174.0
21440,7186.0,196.0
21441,6863.0,135.0
21442,6941.0,158.0
21443,6878.0,136.0
21444,6778.0,144.0
21445,6625.0,151.0
21446,6419.0,146.0
21447,6214.0,160.0
21448,6008.0,137.0
21449,6012.0,149.0
21450,6030.0,138.0
21451,6087.0,143.0
21452,6181.0,150.0
21453,6065.0,148.0
21454,5787.0,117.0
21455,5594.0,133.0
21456,5549.0,135.0
21457,5506.0,126.0
21458,5605.0,139.0
21459,5658.0,137.0
21460,5566.0,138.0
21461,5324.0,116.0
21462,5120.0,120.0
21463,4964.0,111.0
21464,4843.0,112.0
21465,4782.0,95.0
21466,4703.0,111.0
21467,4643.0,122.0
21468,4538.0,126.0
21469,4427.0,108.0
21470,4453.0,86.0
21471,4338.0,102.0
21472,4227.0,111.0
21473,4259.0,95.0
21474,4206.0,105.0
21475,3892.0,83.0
21476,3744.0,86.0
21477,3661.0,106.0
21478,3679.0,102.0
21479,3631.0,89.0
21480,3637.0,83.0
21481,3539.0,89.0
21482,3402.0,83.0
21483,3142.0,70.0
21484,3070.0,86.0
21485,3054.0,74.0
21486,3068.0,77.0
21487,3150.0,70.0
21488,3114.0,80.0
21489,3018.0,68.0
21490,2792.0,54.0
21491,2726.0,51.0
21492,2737.0,59.0
21493,2651.0,56.0
21494,2644.0,60.0
21495,2483.0,55.0
21496,2511.0,55.0
21497,2407.0,65.0
21498,2367.0,57.0
21499,2340.0,46.0
21500,2328.0,53.0
21501,2238.0,55.0
21502,2217.0,47.0
21503,2124.0,46.0
21504,1.0,0.0
21505,1.0,0.0
21506,2.0,0.0
21507,2.0,0.0
21508,3.0,0.0
21509,2.0,0.0
21510,4.0,0.0
21511,6.0,0.0
21512,6.0,0.0
21513,5.0,0.0
21514,11.0,0.0
21515,15.0,1.0
21516,18.0,0.0
21517,15.0,0.0
21518,22.0,2.0
21519,29.0,1.0
21520,61.0,0.0
21521,64.0,4.0
21522,87.0,4.0
21523,120.0,5.0
21524,145.0,7.0
21525,189.0,1.0
21526,279.0,9.0
21527,398.0,10.0
21528,556.0,16.0
21529,775.0,19.0
21530,1102.0,23.0
21531,1355.0,30.0
21532,1619.0,41.0
21533,1933.0,42.0
21534,2300.0,61.0
21535,2795.0,75.0
21536,3258.0,62.0
21537,3476.0,66.0
21538,3578.0,85.0
21539,3731.0,106.0
21540,4120.0,101.0
21541,4614.0,106.0
21542,5135.0,124.0
21543,5625.0,110.0
21544,6162.0,135.0
21545,6451.0,149.0
21546,6959.0,163.0
21547,7630.0,160.0
21548,8211.0,172.0
21549,8336.0,169.0
21550,8221.0,161.0
21551,7928.0,159.0
21552,7509.0,172.0
21553,7035.0,149.0
21554,6972.0,144.0
21555,6886.0,162.0
21556,6829.0,148.0
21557,6743.0,154.0
21558,6432.0,143.0
21559,6153.0,131.0
21560,5934.0,123.0
21561,5787.0,149.0
21562,5718.0,139.0
21563,5716.0,122.0
21564,5803.0,114.0
21565,5664.0,133.0
21566,5477.0,113.0
21567,5258.0,113.0
21568,5201.0,120.0
21569,5176.0,118.0
21570,5177.0,108.0
21571,5135.0,115.0
21572,5082.0,116.0
21573,4747.0,128.0
21574,4565.0,118.0
21575,4438.0,106.0
21576,4306.0,108.0
21577,4273.0,111.0
21578,4323.0,93.0
21579,4132.0,90.0
21580,3945.0,103.0
21581,3819.0,94.0
21582,3820.0,87.0
21583,3726.0,101.0
21584,3679.0,85.0
21585,3607.0,98.0
21586,3577.0,87.0
21587,3463.0,87.0
21588,3217.0,86.0
21589,3113.0,80.0
21590,3040.0,77.0
21591,3024.0,56.0
21592,3008.0,79.0
21593,2928.0,76.0
21594,2866.0,58.0
21595,2732.0,64.0
21596,2633.0,58.0
21597,2639.0,61.0
21598,2539.0,53.0
21599,2527.0,52.0
21600,2492.0,61.0
21601,2336.0,61.0
21602,2246.0,46.0
21603,2150.0,44.0
21604,2058.0,50.0
21605,2014.0,48.0
21606,1963.0,41.0
21607,1882.0,42.0
21608,1822.0,44.0
21609,1728.0,48.0
21610,1728.0,39.0
21611,1690.0,58.0
21612,1681.0,32.0
21613,1677.0,45.0
21614,1646.0,44.0
21615,1601.0,35.0
21616,1.0,0.0
21617,0.0,0.0
21618,1.0,0.0
21619,0.0,0.0
21620,1.0,0.0
21621,2.0,2.0
21622,3.0,0.0
21623,4.0,1.0
21624,7.0,0.0
21625,11.0,2.0
21626,11.0,2.0
21627,18.0,0.0
21628,29.0,0.0
21629,40.0,1.0
21630,57.0,2.0
21631,73.0,3.0
21632,109.0,4.0
21633,144.0,6.0
21634,207.0,7.0
21635,254.0,7.0
21636,293.0,9.0
21637,404.0,16.0
21638,532.0,14.0
21639,734.0,18.0
21640,1026.0,32.0
21641,1478.0,50.0
21642,1891.0,62.0
21643,2326.0,54.0
21644,2779.0,79.0
21645,3291.0,84.0
21646,4034.0,105.0
21647,4719.0,90.0
21648,5318.0,135.0
21649,5618.0,118.0
21650,5691.0,141.0
21651,5897.0,142.0
21652,6436.0,163.0
21653,7144.0,189.0
21654,7896.0,174.0
21655,8912.0,205.0
21656,9445.0,205.0
21657,9715.0,209.0
21658,10180.0,208.0
21659,11299.0,236.0
21660,11973.0,236.0
21661,11840.0,240.0
21662,11481.0,231.0
21663,10985.0,201.0
21664,10024.0,221.0
21665,9426.0,222.0
21666,9147.0,184.0
21667,8917.0,207.0
21668,8656.0,203.0
21669,8401.0,160.0
21670,7755.0,164.0
21671,7168.0,154.0
21672,6611.0,165.0
21673,6541.0,153.0
21674,6398.0,158.0
21675,6256.0,161.0
21676,6179.0,146.0
21677,6019.0,134.0
21678,5570.0,118.0
21679,5267.0,138.0
21680,5170.0,105.0
21681,5145.0,108.0
21682,4989.0,95.0
21683,4851.0,98.0
21684,4646.0,96.0
21685,4317.0,99.0
21686,4106.0,106.0
21687,3958.0,85.0
21688,3874.0,95.0
21689,3734.0,83.0
21690,3646.0,83.0
21691,3554.0,85.0
21692,3416.0,71.0
21693,3188.0,66.0
21694,3105.0,71.0
21695,2898.0,66.0
21696,2842.0,57.0
21697,2743.0,67.0
21698,2614.0,59.0
21699,2420.0,51.0
21700,2241.0,51.0
21701,2176.0,49.0
21702,2080.0,56.0
21703,2063.0,56.0
21704,2057.0,43.0
21705,1971.0,37.0
21706,1842.0,43.0
21707,1726.0,43.0
21708,1623.0,40.0
21709,1479.0,43.0
21710,1534.0,43.0
21711,1500.0,40.0
21712,1426.0,31.0
21713,1312.0,26.0
21714,1203.0,24.0
21715,1163.0,37.0
21716,1090.0,23.0
21717,1066.0,25.0
21718,1011.0,19.0
21719,962.0,11.0
21720,884.0,20.0
21721,814.0,16.0
21722,822.0,26.0
21723,793.0,21.0
21724,747.0,15.0
21725,721.0,17.0
21726,717.0,23.0
21727,653.0,17.0
21728,1.0,0.0
21729,0.0,0.0
21730,1.0,0.0
21731,0.0,0.0
21732,1.0,0.0
21733,2.0,0.0
21734,3.0,0.0
21735,3.0,0.0
21736,3.0,0.0
21737,6.0,0.0
21738,8.0,0.0
21739,7.0,0.0
21740,8.0,0.0
21741,12.0,1.0
21742,17.0,0.0
21743,29.0,1.0
21744,42.0,5.0
21745,54.0,0.0
21746,86.0,2.0
21747,126.0,3.0
21748,137.0,5.0
21749,202.0,5.0
21750,271.0,7.0
21751,414.0,8.0
21752,595.0,18.0
21753,846.0,23.0
21754,1155.0,38.0
21755,1473.0,29.0
21756,1811.0,51.0
21757,2222.0,82.0
21758,2726.0,61.0
21759,3282.0,63.0
21760,3805.0,88.0
21761,4008.0,98.0
21762,4098.0,87.0
21763,4308.0,112.0
21764,4863.0,114.0
21765,5403.0,157.0
21766,6194.0,158.0
21767,6994.0,162.0
21768,7754.0,160.0
21769,8046.0,199.0
21770,8770.0,203.0
21771,9658.0,166.0
21772,10397.0,215.0
21773,10572.0,210.0
21774,10298.0,192.0
21775,9832.0,198.0
21776,9256.0,198.0
21777,8725.0,168.0
21778,8511.0,195.0
21779,8323.0,183.0
21780,8143.0,190.0
21781,8086.0,194.0
21782,7757.0,177.0
21783,7174.0,163.0
21784,6882.0,187.0
21785,6923.0,181.0
21786,6804.0,167.0
21787,6694.0,162.0
21788,6722.0,149.0
21789,6549.0,162.0
21790,6228.0,162.0
21791,5995.0,144.0
21792,5900.0,157.0
21793,5860.0,142.0
21794,5791.0,146.0
21795,5739.0,123.0
21796,5531.0,126.0
21797,5182.0,109.0
21798,5028.0,111.0
21799,4957.0,113.0
21800,4902.0,111.0
21801,4786.0,113.0
21802,4766.0,95.0
21803,4520.0,95.0
21804,4235.0,102.0
21805,4024.0,96.0
21806,3952.0,95.0
21807,3928.0,99.0
21808,3774.0,105.0
21809,3697.0,87.0
21810,3593.0,78.0
21811,3403.0,81.0
21812,3241.0,67.0
21813,3112.0,85.0
21814,3084.0,55.0
21815,3076.0,67.0
21816,3003.0,59.0
21817,2850.0,72.0
21818,2765.0,58.0
21819,2610.0,68.0
21820,2561.0,47.0
21821,2504.0,60.0
21822,2511.0,66.0
21823,2431.0,51.0
21824,2370.0,55.0
21825,2212.0,63.0
21826,2040.0,42.0
21827,2024.0,52.0
21828,1907.0,53.0
21829,1854.0,57.0
21830,1797.0,45.0
21831,1716.0,38.0
21832,1609.0,38.0
21833,1531.0,38.0
21834,1510.0,39.0
21835,1514.0,39.0
21836,1472.0,39.0
21837,1433.0,43.0
21838,1435.0,34.0
21839,1365.0,27.0
21840,1.0,0.0
21841,0.0,0.0
21842,1.0,0.0
21843,2.0,0.0
21844,2.0,0.0
21845,4.0,0.0
21846,5.0,1.0
21847,5.0,0.0
21848,4.0,0.0
21849,5.0,0.0
21850,4.0,0.0
21851,12.0,0.0
21852,17.0,0.0
21853,17.0,2.0
21854,19.0,0.0
21855,34.0,1.0
21856,54.0,2.0
21857,71.0,1.0
21858,101.0,4.0
21859,125.0,4.0
21860,147.0,5.0
21861,212.0,6.0
21862,294.0,6.0
21863,439.0,20.0
21864,611.0,20.0
21865,815.0,12.0
21866,1072.0,20.0
21867,1288.0,34.0
21868,1558.0,47.0
21869,1864.0,56.0
21870,2427.0,51.0
21871,2983.0,77.0
21872,3390.0,71.0
21873,3581.0,86.0
21874,3641.0,74.0
21875,3934.0,81.0
21876,4286.0,104.0
21877,4813.0,117.0
21878,5273.0,141.0
21879,5884.0,113.0
21880,6503.0,159.0
21881,6919.0,153.0
21882,7329.0,163.0
21883,8138.0,173.0
21884,8703.0,167.0
21885,8773.0,183.0
21886,8602.0,169.0
21887,8235.0,138.0
21888,7708.0,173.0
21889,7457.0,164.0
21890,7388.0,171.0
21891,7301.0,147.0
21892,7292.0,163.0
21893,7020.0,152.0
21894,6796.0,159.0
21895,6441.0,155.0
21896,6143.0,102.0
21897,6060.0,145.0
21898,6122.0,148.0
21899,6011.0,131.0
21900,6089.0,143.0
21901,5964.0,152.0
21902,5795.0,124.0
21903,5638.0,140.0
21904,5548.0,112.0
21905,5446.0,142.0
21906,5466.0,126.0
21907,5496.0,121.0
21908,5284.0,116.0
21909,5030.0,108.0
21910,4751.0,112.0
21911,4574.0,105.0
21912,4592.0,107.0
21913,4599.0,111.0
21914,4512.0,106.0
21915,4417.0,97.0
21916,4194.0,91.0
21917,3966.0,88.0
21918,3860.0,74.0
21919,3836.0,99.0
21920,3780.0,91.0
21921,3751.0,77.0
21922,3616.0,89.0
21923,3458.0,64.0
21924,3297.0,78.0
21925,3218.0,87.0
21926,3183.0,77.0
21927,3075.0,76.0
21928,3062.0,64.0
21929,2936.0,62.0
21930,2761.0,73.0
21931,2641.0,55.0
21932,2567.0,64.0
21933,2502.0,58.0
21934,2538.0,64.0
21935,2531.0,54.0
21936,2458.0,56.0
21937,2320.0,59.0
21938,2200.0,52.0
21939,2079.0,55.0
21940,2028.0,52.0
21941,1946.0,50.0
21942,1944.0,34.0
21943,1914.0,43.0
21944,1804.0,35.0
21945,1736.0,40.0
