,PY,ToIHT
3388,1155.0,42.0
3389,1343.0,42.0
3390,1681.0,41.0
3391,2115.0,50.0
3392,2436.0,57.0
3393,2629.0,58.0
3394,2680.0,65.0
3395,2886.0,72.0
3396,3306.0,82.0
3397,3794.0,93.0
3398,4207.0,96.0
3399,4773.0,125.0
3400,5326.0,125.0
3401,5715.0,121.0
3402,6184.0,134.0
3403,6948.0,132.0
3404,7649.0,149.0
3405,7833.0,160.0
3406,7777.0,142.0
3407,7621.0,156.0
3408,7399.0,158.0
3409,6950.0,153.0
3410,6933.0,141.0
3411,6924.0,165.0
3412,7083.0,161.0
3413,6958.0,149.0
3414,6695.0,158.0
3415,6449.0,140.0
3416,6311.0,140.0
3417,6162.0,142.0
3418,6219.0,167.0
3419,6308.0,145.0
3420,6291.0,153.0
3421,6286.0,167.0
3422,6144.0,133.0
3423,6010.0,123.0
3424,5954.0,133.0
3425,5999.0,150.0
3426,6011.0,133.0
3427,5964.0,126.0
3428,5870.0,128.0
3429,5632.0,145.0
3430,5430.0,131.0
3431,5397.0,124.0
3432,5363.0,107.0
3433,5341.0,131.0
3434,5305.0,130.0
3435,5230.0,102.0
3436,5120.0,110.0
3437,4982.0,120.0
3438,4933.0,104.0
3439,4785.0,106.0
3440,4735.0,123.0
3441,4726.0,106.0
3442,4654.0,104.0
3443,4440.0,93.0
3444,4251.0,105.0
3445,4159.0,93.0
3446,4107.0,101.0
3447,4149.0,99.0
3448,4175.0,95.0
3449,4114.0,92.0
3450,3938.0,99.0
3451,3823.0,82.0
3452,3741.0,98.0
3453,3699.0,107.0
3454,3661.0,80.0
3455,3698.0,87.0
3456,3562.0,82.0
3457,3400.0,77.0
3458,3235.0,79.0
3459,3122.0,62.0
3460,2998.0,73.0
3461,2947.0,65.0
3462,2942.0,71.0
3463,2850.0,68.0
3464,2741.0,57.0
3465,2711.0,67.0
3466,2630.0,58.0
3467,2671.0,53.0
3468,2582.0,72.0
3469,2586.0,53.0
3470,2490.0,63.0
3471,2395.0,51.0
3472,1.0,0.0
3473,0.0,0.0
3474,0.0,0.0
3475,1.0,0.0
3476,2.0,0.0
3477,3.0,0.0
3478,3.0,0.0
3479,3.0,0.0
3480,5.0,1.0
3481,11.0,0.0
3482,12.0,0.0
3483,9.0,0.0
3484,16.0,0.0
3485,24.0,0.0
3486,26.0,0.0
3487,41.0,2.0
3488,49.0,4.0
3489,74.0,2.0
3490,112.0,5.0
3491,150.0,6.0
3492,171.0,9.0
3493,239.0,8.0
3494,359.0,6.0
3495,491.0,19.0
3496,650.0,24.0
3497,902.0,20.0
3498,1202.0,24.0
3499,1427.0,30.0
3500,1739.0,52.0
3501,2145.0,42.0
3502,2564.0,54.0
3503,3048.0,62.0
3504,3405.0,87.0
3505,3701.0,99.0
3506,3885.0,98.0
3507,4211.0,96.0
3508,4528.0,119.0
3509,4982.0,147.0
3510,5556.0,128.0
3511,6206.0,164.0
3512,6701.0,134.0
3513,7054.0,169.0
3514,7479.0,178.0
3515,8365.0,174.0
3516,8910.0,180.0
3517,9141.0,193.0
3518,9141.0,181.0
3519,8884.0,178.0
3520,8577.0,182.0
3521,8303.0,180.0
3522,8209.0,177.0
3523,8177.0,205.0
3524,8146.0,175.0
3525,7919.0,186.0
3526,7688.0,188.0
3527,7362.0,174.0
3528,7031.0,175.0
3529,7022.0,154.0
3530,7014.0,149.0
3531,6980.0,146.0
3532,7088.0,153.0
3533,7051.0,146.0
3534,6882.0,137.0
3535,6639.0,135.0
3536,6515.0,173.0
3537,6501.0,134.0
3538,6584.0,142.0
3539,6564.0,137.0
3540,6550.0,130.0
3541,6247.0,144.0
3542,6040.0,123.0
3543,5957.0,135.0
3544,5724.0,148.0
3545,5702.0,122.0
3546,5651.0,134.0
3547,5551.0,113.0
3548,5285.0,133.0
3549,5066.0,132.0
3550,5051.0,124.0
3551,4909.0,118.0
3552,4878.0,104.0
3553,4782.0,111.0
3554,4725.0,125.0
3555,4637.0,90.0
3556,4433.0,101.0
3557,4314.0,88.0
3558,4259.0,83.0
3559,4163.0,114.0
3560,4131.0,102.0
3561,4062.0,90.0
3562,3901.0,95.0
3563,3861.0,97.0
3564,3741.0,86.0
3565,3610.0,88.0
3566,3579.0,87.0
3567,3684.0,85.0
3568,3680.0,75.0
3569,3505.0,77.0
3570,3328.0,78.0
3571,3115.0,83.0
3572,3053.0,71.0
3573,2960.0,65.0
3574,2977.0,69.0
3575,2926.0,66.0
3576,2801.0,55.0
3577,2711.0,72.0
3578,2636.0,56.0
3579,2687.0,58.0
3580,2542.0,63.0
3581,2504.0,55.0
3582,2468.0,61.0
3583,2414.0,50.0
3584,0.0,0.0
3585,1.0,0.0
3586,3.0,0.0
3587,4.0,0.0
3588,5.0,0.0
3589,6.0,1.0
3590,3.0,1.0
3591,6.0,0.0
3592,8.0,0.0
3593,8.0,0.0
3594,17.0,0.0
3595,20.0,0.0
3596,29.0,4.0
3597,43.0,2.0
3598,52.0,1.0
3599,74.0,1.0
3600,98.0,2.0
3601,131.0,5.0
3602,182.0,3.0
3603,245.0,10.0
3604,334.0,7.0
3605,379.0,14.0
3606,544.0,16.0
3607,767.0,21.0
3608,1034.0,39.0
3609,1408.0,41.0
3610,1927.0,47.0
3611,2310.0,62.0
3612,2731.0,54.0
3613,3318.0,88.0
3614,3960.0,66.0
3615,4711.0,108.0
3616,5431.0,112.0
3617,5779.0,129.0
3618,5906.0,109.0
3619,6081.0,136.0
3620,6708.0,160.0
3621,7412.0,148.0
3622,8266.0,199.0
3623,9198.0,190.0
3624,9800.0,191.0
3625,10275.0,231.0
3626,10816.0,218.0
3627,11823.0,271.0
3628,12528.0,248.0
3629,12527.0,245.0
3630,12342.0,216.0
3631,11794.0,247.0
3632,11027.0,250.0
3633,10397.0,218.0
3634,9913.0,240.0
3635,9733.0,211.0
3636,9412.0,210.0
3637,9153.0,180.0
3638,8840.0,189.0
3639,8377.0,165.0
3640,7950.0,194.0
3641,7612.0,199.0
3642,7478.0,198.0
3643,7550.0,180.0
3644,7565.0,171.0
3645,7268.0,151.0
3646,6887.0,141.0
3647,6488.0,138.0
3648,6396.0,158.0
3649,6291.0,146.0
3650,6216.0,133.0
3651,6172.0,128.0
3652,6010.0,135.0
3653,5767.0,116.0
3654,5371.0,136.0
3655,5099.0,121.0
3656,4902.0,139.0
3657,4792.0,124.0
3658,4680.0,109.0
3659,4590.0,119.0
3660,4317.0,110.0
3661,4122.0,110.0
3662,4010.0,83.0
3663,3912.0,92.0
3664,3776.0,101.0
3665,3725.0,83.0
3666,3587.0,82.0
3667,3443.0,79.0
3668,3166.0,92.0
3669,3060.0,67.0
3670,3101.0,76.0
3671,2986.0,79.0
3672,2988.0,68.0
3673,2832.0,75.0
3674,2599.0,54.0
3675,2488.0,50.0
3676,2414.0,50.0
3677,2352.0,59.0
3678,2286.0,54.0
3679,2220.0,45.0
3680,2261.0,49.0
3681,2052.0,55.0
3682,1915.0,37.0
3683,1825.0,39.0
3684,1803.0,33.0
3685,1748.0,28.0
3686,1658.0,45.0
3687,1598.0,46.0
3688,1545.0,32.0
3689,1489.0,26.0
3690,1519.0,35.0
3691,1420.0,31.0
3692,1392.0,37.0
3693,1343.0,33.0
3694,1309.0,32.0
3695,1238.0,25.0
3696,0.0,0.0
3697,0.0,0.0
3698,0.0,0.0
3699,0.0,0.0
3700,0.0,0.0
3701,1.0,0.0
3702,3.0,0.0
3703,3.0,0.0
3704,7.0,1.0
3705,11.0,1.0
3706,14.0,0.0
3707,19.0,0.0
3708,29.0,1.0
3709,27.0,0.0
3710,38.0,3.0
3711,58.0,1.0
3712,71.0,4.0
3713,90.0,1.0
3714,141.0,3.0
3715,175.0,5.0
3716,228.0,9.0
3717,299.0,13.0
3718,441.0,18.0
3719,598.0,23.0
3720,795.0,22.0
3721,1222.0,19.0
3722,1603.0,29.0
3723,2024.0,54.0
3724,2397.0,54.0
3725,2945.0,84.0
3726,3621.0,98.0
3727,4427.0,94.0
3728,4979.0,99.0
3729,5313.0,117.0
3730,5515.0,129.0
3731,5780.0,142.0
3732,6419.0,163.0
3733,6887.0,154.0
3734,7697.0,169.0
3735,8676.0,173.0
3736,9476.0,213.0
3737,9898.0,214.0
3738,10533.0,244.0
3739,11405.0,242.0
3740,12188.0,239.0
3741,12144.0,248.0
3742,11986.0,249.0
3743,11416.0,212.0
3744,10643.0,198.0
3745,10088.0,237.0
3746,9670.0,178.0
3747,9549.0,220.0
3748,9517.0,178.0
3749,9240.0,200.0
3750,8775.0,196.0
3751,8282.0,168.0
3752,7761.0,181.0
3753,7634.0,171.0
3754,7592.0,201.0
3755,7526.0,168.0
3756,7499.0,166.0
3757,7218.0,164.0
3758,6780.0,146.0
3759,6362.0,190.0
3760,6190.0,168.0
3761,6176.0,126.0
3762,6064.0,149.0
3763,6066.0,131.0
3764,5897.0,152.0
3765,5498.0,102.0
3766,5148.0,124.0
3767,4975.0,94.0
3768,4806.0,101.0
3769,4887.0,110.0
3770,4743.0,99.0
3771,4581.0,91.0
3772,4284.0,114.0
3773,4055.0,87.0
3774,3859.0,99.0
3775,3735.0,79.0
3776,3716.0,90.0
3777,3678.0,87.0
3778,3542.0,98.0
3779,3259.0,94.0
3780,3021.0,81.0
3781,2910.0,58.0
3782,2867.0,77.0
3783,2791.0,56.0
3784,2790.0,71.0
3785,2672.0,64.0
3786,2491.0,67.0
3787,2378.0,57.0
3788,2297.0,58.0
3789,2191.0,43.0
3790,2111.0,57.0
3791,2069.0,50.0
3792,2008.0,49.0
3793,1931.0,38.0
3794,1777.0,44.0
3795,1617.0,40.0
3796,1546.0,41.0
3797,1544.0,31.0
3798,1517.0,25.0
3799,1446.0,31.0
3800,1358.0,37.0
3801,1282.0,31.0
3802,1286.0,38.0
3803,1251.0,29.0
3804,1222.0,35.0
3805,1156.0,25.0
3806,1070.0,17.0
3807,979.0,21.0
3808,1.0,0.0
3809,1.0,0.0
3810,2.0,0.0
3811,3.0,1.0
3812,3.0,0.0
3813,2.0,0.0
3814,6.0,0.0
3815,5.0,0.0
3816,6.0,1.0
3817,8.0,0.0
3818,12.0,1.0
3819,17.0,0.0
3820,25.0,1.0
3821,36.0,3.0
3822,47.0,1.0
3823,65.0,3.0
3824,92.0,9.0
3825,120.0,3.0
3826,161.0,4.0
3827,216.0,6.0
3828,242.0,10.0
3829,324.0,17.0
3830,428.0,18.0
3831,615.0,24.0
3832,868.0,35.0
3833,1216.0,35.0
3834,1472.0,40.0
3835,1790.0,48.0
3836,2137.0,73.0
3837,2532.0,68.0
3838,3075.0,81.0
3839,3634.0,80.0
3840,4250.0,100.0
3841,4518.0,101.0
3842,4628.0,110.0
3843,4876.0,119.0
3844,5296.0,128.0
3845,5745.0,157.0
3846,6349.0,136.0
3847,6946.0,166.0
3848,7529.0,171.0
3849,7880.0,179.0
3850,8354.0,196.0
3851,9120.0,179.0
3852,9646.0,208.0
3853,9776.0,171.0
3854,9625.0,188.0
3855,9304.0,164.0
3856,8708.0,202.0
3857,8364.0,207.0
3858,8219.0,198.0
3859,8051.0,194.0
3860,7996.0,170.0
3861,7751.0,169.0
3862,7358.0,176.0
3863,6995.0,167.0
3864,6687.0,160.0
3865,6553.0,141.0
3866,6490.0,152.0
3867,6475.0,179.0
3868,6349.0,146.0
3869,6090.0,139.0
3870,5783.0,137.0
3871,5594.0,144.0
3872,5479.0,119.0
3873,5436.0,115.0
3874,5428.0,123.0
3875,5330.0,122.0
3876,5089.0,110.0
3877,4871.0,121.0
3878,4617.0,98.0
3879,4453.0,103.0
3880,4414.0,100.0
3881,4276.0,99.0
3882,4247.0,109.0
3883,4109.0,100.0
3884,3794.0,79.0
3885,3675.0,74.0
3886,3622.0,98.0
3887,3539.0,93.0
3888,3498.0,72.0
3889,3423.0,82.0
3890,3287.0,64.0
3891,3159.0,77.0
3892,2930.0,73.0
3893,2836.0,76.0
3894,2758.0,60.0
3895,2646.0,49.0
3896,2581.0,57.0
3897,2505.0,52.0
3898,2382.0,53.0
3899,2237.0,48.0
3900,2195.0,53.0
3901,2195.0,56.0
3902,2157.0,53.0
3903,2052.0,48.0
3904,1991.0,46.0
3905,1941.0,41.0
3906,1834.0,37.0
3907,1769.0,45.0
3908,1686.0,35.0
3909,1660.0,43.0
3910,1575.0,49.0
3911,1507.0,38.0
3912,1478.0,44.0
3913,1413.0,37.0
3914,1334.0,42.0
3915,1267.0,27.0
3916,1219.0,21.0
3917,1207.0,26.0
3918,1170.0,32.0
3919,1101.0,31.0
3920,0.0,0.0
3921,0.0,0.0
3922,0.0,0.0
3923,0.0,0.0
3924,1.0,0.0
3925,1.0,0.0
3926,3.0,0.0
3927,3.0,0.0
3928,5.0,0.0
3929,9.0,1.0
3930,5.0,1.0
3931,8.0,0.0
3932,11.0,0.0
3933,14.0,1.0
3934,18.0,1.0
3935,22.0,1.0
3936,33.0,1.0
3937,48.0,2.0
3938,68.0,2.0
3939,89.0,2.0
3940,123.0,4.0
3941,145.0,7.0
3942,208.0,14.0
3943,307.0,12.0
3944,427.0,10.0
3945,648.0,19.0
3946,871.0,37.0
3947,1097.0,24.0
3948,1315.0,45.0
3949,1635.0,51.0
3950,1996.0,48.0
3951,2449.0,44.0
3952,2882.0,68.0
3953,3095.0,77.0
3954,3299.0,82.0
3955,3473.0,94.0
3956,3860.0,105.0
3957,4296.0,114.0
3958,4952.0,110.0
3959,5613.0,137.0
3960,6205.0,138.0
3961,6591.0,146.0
3962,7211.0,164.0
3963,7888.0,164.0
3964,8570.0,179.0
3965,8746.0,173.0
3966,8720.0,191.0
3967,8526.0,174.0
3968,8000.0,176.0
3969,7711.0,183.0
3970,7582.0,163.0
3971,7470.0,161.0
3972,7584.0,170.0
3973,7562.0,153.0
3974,7198.0,164.0
3975,6841.0,160.0
3976,6575.0,168.0
3977,6315.0,122.0
3978,6381.0,153.0
3979,6386.0,149.0
3980,6418.0,137.0
3981,6387.0,143.0
3982,6128.0,155.0
3983,5948.0,153.0
3984,5917.0,117.0
3985,6010.0,137.0
3986,5918.0,132.0
3987,6012.0,141.0
3988,5800.0,129.0
3989,5590.0,132.0
3990,5338.0,120.0
3991,5243.0,117.0
3992,5165.0,116.0
3993,5054.0,103.0
3994,4994.0,107.0
3995,4921.0,95.0
3996,4718.0,116.0
3997,4497.0,108.0
3998,4357.0,82.0
3999,4289.0,111.0
4000,4193.0,75.0
4001,4157.0,94.0
4002,4056.0,94.0
4003,3833.0,86.0
4004,3637.0,89.0
4005,3624.0,98.0
4006,3659.0,103.0
4007,3588.0,85.0
4008,3570.0,68.0
4009,3416.0,73.0
4010,3190.0,75.0
4011,3022.0,80.0
4012,2967.0,84.0
4013,2955.0,57.0
4014,3014.0,65.0
4015,2925.0,67.0
4016,2870.0,61.0
4017,2783.0,61.0
4018,2618.0,62.0
4019,2455.0,52.0
4020,2331.0,46.0
4021,2318.0,65.0
4022,2262.0,58.0
4023,2243.0,56.0
4024,2168.0,49.0
4025,2001.0,43.0
4026,1948.0,55.0
4027,1968.0,53.0
4028,1946.0,40.0
4029,1897.0,43.0
4030,1836.0,46.0
4031,1748.0,46.0
4032,1.0,0.0
4033,1.0,0.0
4034,1.0,0.0
4035,1.0,0.0
4036,3.0,0.0
4037,4.0,1.0
4038,4.0,0.0
4039,6.0,0.0
4040,5.0,0.0
4041,6.0,0.0
4042,7.0,0.0
4043,11.0,0.0
4044,13.0,0.0
4045,21.0,0.0
4046,34.0,4.0
4047,41.0,0.0
4048,60.0,3.0
4049,81.0,1.0
4050,122.0,2.0
4051,175.0,2.0
4052,213.0,11.0
4053,260.0,10.0
4054,356.0,15.0
4055,492.0,19.0
4056,708.0,16.0
4057,936.0,31.0
4058,1201.0,35.0
4059,1434.0,38.0
4060,1662.0,37.0
4061,2053.0,62.0
4062,2438.0,52.0
4063,2953.0,53.0
4064,3457.0,82.0
4065,3710.0,98.0
4066,3781.0,88.0
4067,3882.0,93.0
4068,4341.0,109.0
4069,4764.0,119.0
4070,5205.0,109.0
4071,5832.0,124.0
4072,6295.0,137.0
4073,6683.0,146.0
4074,7183.0,143.0
4075,7752.0,171.0
4076,8319.0,174.0
4077,8268.0,169.0
4078,8319.0,153.0
4079,8070.0,147.0
4080,7739.0,162.0
4081,7417.0,181.0
4082,7197.0,175.0
4083,7076.0,146.0
4084,7048.0,141.0
4085,6887.0,155.0
4086,6633.0,145.0
4087,6312.0,136.0
4088,6127.0,141.0
4089,5999.0,137.0
4090,5987.0,125.0
4091,5924.0,116.0
4092,5886.0,127.0
4093,5744.0,129.0
4094,5528.0,126.0
4095,5371.0,98.0
4096,5309.0,106.0
4097,5180.0,116.0
4098,5173.0,121.0
4099,5063.0,101.0
4100,5044.0,109.0
4101,4869.0,104.0
4102,4634.0,112.0
4103,4477.0,102.0
4104,4361.0,90.0
4105,4310.0,82.0
4106,4168.0,99.0
4107,4107.0,89.0
4108,3886.0,87.0
4109,3784.0,96.0
4110,3635.0,82.0
4111,3617.0,93.0
4112,3500.0,74.0
4113,3545.0,84.0
4114,3496.0,79.0
4115,3347.0,74.0
4116,3128.0,86.0
4117,3055.0,76.0
4118,3008.0,64.0
4119,2975.0,63.0
4120,2944.0,61.0
4121,2811.0,49.0
4122,2643.0,57.0
4123,2516.0,57.0
4124,2434.0,53.0
4125,2420.0,63.0
4126,2455.0,57.0
4127,2406.0,61.0
4128,2326.0,43.0
4129,2182.0,46.0
4130,2071.0,53.0
4131,1976.0,54.0
4132,1902.0,50.0
4133,1821.0,49.0
4134,1779.0,45.0
4135,1721.0,35.0
4136,1702.0,46.0
4137,1634.0,25.0
4138,1576.0,25.0
4139,1565.0,61.0
4140,1542.0,30.0
4141,1470.0,38.0
4142,1500.0,21.0
4143,1455.0,34.0
4144,1.0,0.0
4145,1.0,0.0
4146,1.0,0.0
4147,2.0,0.0
4148,4.0,0.0
4149,4.0,0.0
4150,3.0,0.0
4151,4.0,0.0
4152,8.0,0.0
4153,16.0,1.0
4154,26.0,0.0
4155,24.0,0.0
4156,28.0,1.0
4157,42.0,2.0
4158,46.0,0.0
4159,68.0,3.0
4160,96.0,2.0
4161,135.0,4.0
4162,183.0,4.0
4163,246.0,5.0
4164,278.0,10.0
4165,358.0,9.0
4166,500.0,12.0
4167,740.0,28.0
4168,1021.0,39.0
4169,1392.0,39.0
4170,1807.0,47.0
4171,2164.0,58.0
4172,2628.0,59.0
4173,3140.0,80.0
4174,3733.0,84.0
4175,4482.0,105.0
4176,4950.0,87.0
4177,5242.0,135.0
4178,5419.0,154.0
4179,5500.0,134.0
4180,6082.0,152.0
4181,6680.0,157.0
4182,7328.0,183.0
4183,8232.0,174.0
4184,8808.0,187.0
4185,9113.0,204.0
4186,9482.0,204.0
4187,10388.0,243.0
4188,10851.0,208.0
4189,10702.0,216.0
4190,10393.0,197.0
4191,9878.0,163.0
4192,9242.0,180.0
4193,8631.0,202.0
4194,8238.0,185.0
4195,7999.0,185.0
4196,7766.0,161.0
4197,7541.0,150.0
4198,7063.0,168.0
4199,6637.0,152.0
4200,6271.0,152.0
4201,6110.0,137.0
4202,5974.0,128.0
4203,5843.0,137.0
4204,5728.0,141.0
4205,5437.0,129.0
4206,5070.0,109.0
4207,4799.0,111.0
4208,4647.0,101.0
4209,4568.0,93.0
4210,4455.0,104.0
4211,4299.0,105.0
4212,4103.0,98.0
4213,3909.0,70.0
4214,3719.0,84.0
4215,3536.0,86.0
4216,3448.0,72.0
4217,3258.0,66.0
4218,3169.0,71.0
4219,3079.0,65.0
4220,2897.0,78.0
4221,2720.0,65.0
4222,2577.0,62.0
4223,2530.0,64.0
4224,2511.0,64.0
4225,2380.0,54.0
4226,2263.0,57.0
4227,2097.0,50.0
4228,1969.0,46.0
4229,1933.0,41.0
4230,1919.0,37.0
4231,1762.0,55.0
4232,1785.0,39.0
4233,1714.0,26.0
4234,1600.0,37.0
4235,1558.0,44.0
4236,1472.0,26.0
4237,1370.0,38.0
4238,1382.0,37.0
4239,1360.0,35.0
4240,1268.0,21.0
4241,1190.0,32.0
4242,1133.0,21.0
4243,1051.0,20.0
4244,1032.0,22.0
4245,999.0,25.0
4246,992.0,26.0
4247,920.0,16.0
4248,861.0,23.0
4249,795.0,14.0
4250,718.0,18.0
4251,689.0,10.0
4252,700.0,20.0
4253,649.0,19.0
4254,615.0,16.0
4255,536.0,17.0
4256,1.0,0.0
4257,0.0,0.0
4258,0.0,0.0
4259,1.0,0.0
4260,2.0,0.0
4261,3.0,0.0
4262,2.0,0.0
4263,3.0,0.0
4264,7.0,0.0
4265,9.0,0.0
4266,12.0,1.0
4267,23.0,0.0
4268,26.0,1.0
4269,30.0,3.0
4270,42.0,0.0
4271,49.0,4.0
4272,78.0,1.0
4273,113.0,0.0
4274,152.0,7.0
4275,214.0,10.0
4276,250.0,8.0
4277,334.0,10.0
4278,433.0,20.0
4279,573.0,29.0
4280,859.0,19.0
4281,1156.0,41.0
4282,1535.0,46.0
4283,1893.0,49.0
4284,2251.0,49.0
4285,2676.0,55.0
4286,3234.0,77.0
4287,4042.0,89.0
4288,4585.0,89.0
4289,4828.0,90.0
4290,5017.0,122.0
4291,5292.0,136.0
4292,5658.0,124.0
4293,6309.0,145.0
4294,6989.0,165.0
4295,7697.0,179.0
4296,8272.0,155.0
4297,8714.0,206.0
4298,9187.0,210.0
4299,10251.0,190.0
4300,10803.0,198.0
4301,10826.0,229.0
4302,10733.0,206.0
4303,10124.0,210.0
4304,9615.0,178.0
4305,9134.0,198.0
4306,8916.0,212.0
4307,8614.0,187.0
4308,8472.0,187.0
4309,8225.0,176.0
4310,7790.0,182.0
4311,7200.0,157.0
4312,6924.0,158.0
4313,6720.0,158.0
4314,6636.0,165.0
4315,6552.0,157.0
4316,6657.0,166.0
4317,6478.0,138.0
4318,6211.0,133.0
4319,5955.0,137.0
4320,5770.0,154.0
4321,5725.0,117.0
4322,5808.0,133.0
4323,5644.0,120.0
4324,5467.0,125.0
4325,5115.0,131.0
4326,4912.0,116.0
4327,4737.0,128.0
4328,4659.0,119.0
4329,4455.0,106.0
4330,4322.0,122.0
4331,4301.0,108.0
4332,4079.0,92.0
4333,3861.0,85.0
4334,3769.0,107.0
4335,3646.0,89.0
4336,3604.0,83.0
4337,3519.0,75.0
4338,3361.0,82.0
4339,3184.0,80.0
4340,3007.0,66.0
4341,2896.0,72.0
4342,2824.0,67.0
4343,2794.0,52.0
4344,2744.0,73.0
4345,2671.0,50.0
4346,2475.0,55.0
4347,2335.0,62.0
4348,2272.0,46.0
4349,2185.0,63.0
4350,2200.0,42.0
4351,2168.0,47.0
4352,2096.0,50.0
4353,1942.0,42.0
4354,1854.0,44.0
4355,1745.0,46.0
4356,1695.0,41.0
4357,1705.0,51.0
4358,1741.0,38.0
4359,1690.0,36.0
4360,1539.0,35.0
4361,1443.0,44.0
4362,1388.0,37.0
4363,1383.0,29.0
4364,1346.0,23.0
4365,1354.0,32.0
4366,1296.0,28.0
4367,1198.0,22.0
4368,1.0,0.0
4369,1.0,0.0
4370,1.0,0.0
4371,0.0,0.0
4372,0.0,0.0
4373,1.0,0.0
4374,3.0,0.0
4375,2.0,0.0
4376,4.0,0.0
4377,6.0,1.0
4378,7.0,0.0
4379,11.0,1.0
4380,11.0,0.0
4381,11.0,0.0
4382,19.0,0.0
4383,27.0,1.0
4384,48.0,2.0
4385,63.0,2.0
4386,95.0,4.0
4387,129.0,5.0
4388,152.0,11.0
4389,203.0,9.0
4390,307.0,7.0
4391,427.0,17.0
4392,609.0,23.0
4393,907.0,20.0
4394,1255.0,26.0
4395,1476.0,45.0
4396,1862.0,60.0
4397,2298.0,60.0
4398,2795.0,67.0
4399,3305.0,82.0
4400,3916.0,88.0
4401,4242.0,92.0
4402,4379.0,107.0
4403,4619.0,136.0
4404,5156.0,116.0
4405,5745.0,157.0
4406,6492.0,156.0
4407,7339.0,182.0
4408,8052.0,182.0
4409,8576.0,188.0
4410,9352.0,197.0
4411,10310.0,189.0
4412,10988.0,191.0
4413,11216.0,212.0
4414,11149.0,205.0
4415,10766.0,230.0
4416,10317.0,219.0
4417,10045.0,241.0
4418,9740.0,242.0
4419,9699.0,198.0
4420,9775.0,200.0
4421,9576.0,190.0
4422,9236.0,212.0
4423,8745.0,193.0
4424,8405.0,243.0
4425,8228.0,199.0
4426,8294.0,201.0
4427,8366.0,177.0
4428,8322.0,185.0
4429,8277.0,176.0
4430,7913.0,170.0
4431,7643.0,167.0
4432,7561.0,185.0
4433,7659.0,164.0
4434,7632.0,165.0
4435,7669.0,145.0
4436,7435.0,155.0
4437,7094.0,166.0
4438,6738.0,140.0
4439,6511.0,170.0
4440,6356.0,141.0
4441,6353.0,139.0
4442,6425.0,125.0
4443,6325.0,130.0
4444,6013.0,120.0
4445,5696.0,126.0
4446,5608.0,135.0
4447,5506.0,137.0
4448,5498.0,131.0
4449,5417.0,119.0
4450,5243.0,115.0
4451,4946.0,117.0
4452,4745.0,129.0
4453,4635.0,99.0
4454,4511.0,114.0
4455,4595.0,102.0
4456,4617.0,101.0
4457,4519.0,98.0
4458,4298.0,98.0
4459,4062.0,99.0
4460,3963.0,94.0
4461,3907.0,92.0
4462,3817.0,83.0
4463,3771.0,93.0
4464,3695.0,84.0
4465,3446.0,95.0
4466,3248.0,71.0
4467,3065.0,85.0
4468,3035.0,78.0
4469,2915.0,63.0
4470,2911.0,70.0
4471,2838.0,64.0
4472,2675.0,69.0
4473,2584.0,61.0
4474,2629.0,76.0
4475,2540.0,66.0
4476,2570.0,71.0
4477,2557.0,53.0
4478,2441.0,54.0
4479,2258.0,52.0
4480,0.0,0.0
4481,0.0,0.0
4482,0.0,0.0
4483,0.0,0.0
4484,1.0,0.0
4485,2.0,0.0
4486,2.0,0.0
4487,2.0,0.0
4488,1.0,0.0
4489,3.0,0.0
4490,5.0,0.0
4491,6.0,0.0
4492,5.0,0.0
4493,10.0,1.0
4494,11.0,1.0
4495,14.0,0.0
4496,20.0,1.0
4497,27.0,1.0
4498,49.0,2.0
4499,79.0,1.0
4500,94.0,2.0
4501,115.0,6.0
4502,177.0,6.0
4503,254.0,9.0
4504,383.0,10.0
4505,503.0,15.0
4506,680.0,18.0
4507,845.0,26.0
4508,1092.0,39.0
4509,1275.0,36.0
4510,1640.0,49.0
4511,2022.0,44.0
4512,2401.0,68.0
4513,2624.0,51.0
4514,2714.0,71.0
4515,2960.0,81.0
4516,3253.0,87.0
4517,3718.0,80.0
4518,4228.0,98.0
4519,4858.0,110.0
4520,5323.0,137.0
4521,5676.0,134.0
4522,6238.0,158.0
4523,7041.0,159.0
4524,7711.0,154.0
4525,7911.0,135.0
4526,7965.0,155.0
4527,7749.0,156.0
4528,7324.0,160.0
4529,7158.0,151.0
4530,6984.0,167.0
4531,6969.0,149.0
4532,7016.0,146.0
4533,6879.0,148.0
4534,6727.0,152.0
4535,6488.0,147.0
4536,6352.0,155.0
4537,6304.0,127.0
4538,6265.0,157.0
4539,6263.0,152.0
4540,6399.0,160.0
4541,6396.0,126.0
4542,6086.0,153.0
4543,6008.0,160.0
4544,5894.0,133.0
4545,5871.0,143.0
4546,5959.0,139.0
4547,5943.0,132.0
4548,5825.0,143.0
4549,5702.0,124.0
4550,5485.0,129.0
4551,5438.0,121.0
4552,5364.0,110.0
4553,5267.0,123.0
4554,5345.0,120.0
4555,5219.0,111.0
4556,5011.0,123.0
4557,4783.0,103.0
4558,4812.0,112.0
4559,4758.0,91.0
4560,4736.0,75.0
4561,4766.0,97.0
4562,4726.0,102.0
4563,4541.0,96.0
4564,4325.0,117.0
4565,4189.0,99.0
4566,4203.0,99.0
4567,4189.0,95.0
4568,4145.0,93.0
4569,4103.0,74.0
4570,3917.0,83.0
4571,3898.0,86.0
4572,3736.0,99.0
4573,3689.0,72.0
4574,3710.0,87.0
4575,3760.0,90.0
