,date,hospitalized,SMA7,SMA_ratio7,SMA8,SMA_ratio8,SMA9,SMA_ratio9,SMA10,SMA_ratio10,SMA11,SMA_ratio11,SMA12,SMA_ratio12,SMA13,SMA_ratio13,SMA14,SMA_ratio14,SMA15,SMA_ratio15,SMA16,SMA_ratio16,SMA17,SMA_ratio17,SMA18,SMA_ratio18,SMA19,SMA_ratio19
61,2020-08-13,55.0,388.0,0.4609503501935736,446.0,0.529855299449314,505.0,0.5999482650715326,563.0,0.668853214327273,620.0,0.7365701472165351,676.0,0.8030990637393189,732.0,0.8696279802621028,788.0,0.9361568967848866,842.0,1.0003097805747139,896.0,1.064462664364541,948.0,1.1262395154214118,1002.0,1.190392399211239,1057.0,1.2557332993675445
62,2020-08-14,55.0,386.0,0.48459762000303036,443.0,0.5561573721796437,501.0,0.6289725586049695,560.0,0.7030431792790077,618.0,0.7758583657043335,675.0,0.8474181178809469,731.0,0.9177224358088476,787.0,0.9880267537367484,843.0,1.0583310716646492,897.0,1.126124521095125,951.0,1.1939179705256007,1003.0,1.2592005514586515,1057.0,1.3269940008891272
63,2020-08-15,57.0,388.0,0.46829369199495585,443.0,0.534675529777746,500.0,0.6034712525708193,558.0,0.6734739178690344,617.0,0.7446835256723912,675.0,0.8146861909706061,732.0,0.8834819137636796,788.0,0.9510706940516114,844.0,1.0186594743395432,900.0,1.086248254627475,954.0,1.1514231499051233,1008.0,1.2165980451827718,1060.0,1.279359055450137
64,2020-08-16,55.0,385.0,0.47178946116561027,443.0,0.5428642371334165,498.0,0.6102627315856465,555.0,0.680112080381594,613.0,0.7511868563494003,672.0,0.8234870594890652,730.0,0.8945618354568714,787.0,0.9644111842528189,843.0,1.0330351058769076,899.0,1.1016590275009965,955.0,1.1702829491250852,1009.0,1.2364560164054565,1063.0,1.3026290836858279
65,2020-08-17,56.0,385.0,0.4827962100845846,441.0,0.5530211133696151,499.0,0.6257540489148252,554.0,0.6947249360697659,611.0,0.7662038554848862,669.0,0.8389367910300964,728.0,0.9129237427053963,786.0,0.9856566782506065,843.0,1.0571355976657268,899.0,1.1273605009507575,955.0,1.1975854042357879,1011.0,1.2678103075208182,1065.0,1.3355271785456693
66,2020-08-18,59.0,390.0,0.4922875121222133,444.0,0.5604503984160583,500.0,0.6311378360541197,558.0,0.7043498250363975,613.0,0.7737749870023507,670.0,0.8457247003125203,728.0,0.9189366892947982,787.0,0.9934109539491843,845.0,1.0666229429314622,902.0,1.1385726562416318,958.0,1.2092600938796931,1014.0,1.2799475315177546,1070.0,1.350634969155816
67,2020-08-19,59.0,396.0,0.5034851172677887,449.0,0.5708707516495887,503.0,0.6395278130951962,559.0,0.7107277286684189,617.0,0.7844704983692566,672.0,0.8543989868786718,729.0,0.9268703295157019,787.0,1.0006130992165396,846.0,1.075627295981185,904.0,1.1493700656820227,961.0,1.221841408319053,1017.0,1.2930413238922756,1073.0,1.3642412394654981
68,2020-08-20,59.0,400.0,0.5080325897501722,455.0,0.5778870708408209,508.0,0.6452013889827187,562.0,0.713785788598992,618.0,0.7849103511640161,676.0,0.858575076677791,731.0,0.9284295577684397,788.0,1.0008242018078393,846.0,1.0744889273216143,905.0,1.1494237343097646,963.0,1.2230884598235396,1020.0,1.295483103862939,1076.0,1.3666076664279632
69,2020-08-21,59.0,404.0,0.5278684294938845,459.0,0.5997317057863687,514.0,0.6715949820788529,567.0,0.7408450483243378,621.0,0.8114017195933224,677.0,0.8845716009093063,735.0,0.9603546922722898,790.0,1.032217968564774,847.0,1.1066944549042577,905.0,1.1824775462672412,964.0,1.2595672426537243,1022.0,1.3353503340167077,1079.0,1.4098268203561914
70,2020-08-22,59.0,406.0,0.5555233064375689,463.0,0.6335154947797892,518.0,0.7087711151100017,573.0,0.7840267354402143,626.0,0.856545787758419,680.0,0.9304331240826277,736.0,1.007057028418844,794.0,1.0864175007670682,849.0,1.1616731210972808,906.0,1.2396653094395012,964.0,1.3190257817877251,1023.0,1.3997545381419532,1081.0,1.4791150104901774
71,2020-08-23,61.0,412.0,0.5440398669206926,467.0,0.6166665481843774,524.0,0.6919341996758324,579.0,0.7645608809395171,634.0,0.8371875622032018,687.0,0.9071732732391161,741.0,0.9784794693889157,797.0,1.0524266357664855,855.0,1.1290147723718258,910.0,1.2016414536355104,967.0,1.2769091051269654,1025.0,1.3534972417323057,1084.0,1.4314058634515312
72,2020-08-24,60.0,416.0,0.5515276750408259,472.0,0.6257717851424756,527.0,0.6986901075637386,584.0,0.7742600053457749,639.0,0.8471783277670379,694.0,0.920096650188301,747.0,0.9903633972487909,801.0,1.0619559319896672,857.0,1.136200042091317,915.0,1.2130957275537397,970.0,1.2860140499750028,1027.0,1.361583947757039,1085.0,1.4384796332194618
73,2020-08-25,59.0,416.0,0.5433969090230748,475.0,0.6204652206393282,531.0,0.6936148045462806,586.0,0.765458145883466,643.0,0.8399139723601854,698.0,0.9117573136973708,753.0,0.9836006550345561,806.0,1.0528315112322075,860.0,1.1233686099996258,916.0,1.1965181939065783,974.0,1.2722802629530645,1029.0,1.34412360429025,1086.0,1.4185794307669695
74,2020-08-26,62.0,419.0,0.5288041812171781,478.0,0.6032658678324848,537.0,0.6777275544477915,593.0,0.7484030536080827,648.0,0.8178164902833686,705.0,0.8897540519286649,760.0,0.9591674886039508,815.0,1.0285809252792366,868.0,1.0954702369845122,922.0,1.163621611174793,978.0,1.2342971103350842,1036.0,1.3074967344653856,1091.0,1.3769101711406715
75,2020-08-27,62.0,422.0,0.5660615443344008,481.0,0.6452028502958455,540.0,0.7243441562572901,599.0,0.8034854622187347,655.0,0.87860263397875,710.0,0.9523784276716222,767.0,1.0288369774987804,822.0,1.1026127711916527,877.0,1.176388564884525,930.0,1.2474816024431108,984.0,1.3199160180688396,1040.0,1.395033189828855,1098.0,1.4728331177231564
76,2020-08-28,63.0,426.0,0.5704246772180442,485.0,0.6494271559876795,544.0,0.7284296347573147,603.0,0.80743211352695,662.0,0.8864345922965852,718.0,0.9614199958745441,773.0,1.0350663743886108,830.0,1.1113908030304618,885.0,1.1850371815445286,940.0,1.2586835600585953,993.0,1.3296518884448778,1047.0,1.4019592418950524,1103.0,1.4769446454730113
77,2020-08-29,62.0,429.0,0.6119448280470421,488.0,0.6961050724637681,547.0,0.7802653168804942,606.0,0.8644255612972203,665.0,0.9485858057139464,724.0,1.0327460501306724,780.0,1.112626960085531,835.0,1.1910814252197672,892.0,1.2723887799952482,947.0,1.3508432451294845,1002.0,1.4292977102637205,1055.0,1.5048992857567118,1109.0,1.5819273060703254
78,2020-08-30,60.0,428.0,0.6061270762708734,489.0,0.6925143464870492,548.0,0.7760692471879407,607.0,0.8596241478888321,666.0,0.9431790485897236,725.0,1.026733949290615,784.0,1.1102888499915065,840.0,1.189595196419471,895.0,1.2674853580897936,952.0,1.3482078892754006,1007.0,1.426098050945723,1062.0,1.5039882126160458,1115.0,1.5790460047710837
79,2020-08-31,62.0,430.0,0.5985915171957973,490.0,0.6821159149440481,551.0,0.7670323859881031,610.0,0.8491647104405496,669.0,0.9312970348929962,728.0,1.0134293593454429,787.0,1.0955616837978894,846.0,1.177694008250336,902.0,1.25565011281537,957.0,1.3322141440846,1014.0,1.4115623219454383,1069.0,1.488126353214668,1124.0,1.564690384483898
80,2020-09-01,59.0,430.0,0.5720126734540361,489.0,0.650498133300055,549.0,0.7303138551773624,610.0,0.8114598390859582,669.0,0.889945298931977,728.0,0.968430758777996,787.0,1.0469162186240148,846.0,1.1254016784700338,905.0,1.2038871383160528,961.0,1.2783818120682062,1016.0,1.3515462237890714,1073.0,1.4273711595725134,1128.0,1.5005355712933783
81,2020-09-02,57.0,425.0,0.5589896804546781,487.0,0.640536410309243,546.0,0.718137330654716,606.0,0.7970535208365529,667.0,0.8772849808547537,726.0,0.9548859012002266,785.0,1.0324868215456997,844.0,1.1100877418911725,903.0,1.1876886622366456,962.0,1.2652895825821187,1018.0,1.3389446934184996,1073.0,1.4112845344185168,1130.0,1.4862549150912618
