,date,hospitalized
0,06/13/20,70.0
1,06/14/20,67.0
2,06/15/20,66.0
3,06/16/20,64.0
4,06/17/20,61.0
5,06/18/20,59.0
6,06/19/20,56.0
7,06/20/20,56.0
8,06/21/20,59.0
9,06/22/20,57.0
10,06/23/20,55.0
11,06/24/20,53.0
12,06/25/20,51.0
13,06/26/20,49.0
14,06/27/20,46.0
15,06/28/20,41.0
16,06/29/20,40.0
17,06/30/20,40.0
18,07/01/20,43.0
19,07/02/20,43.0
20,07/03/20,45.0
21,07/04/20,48.0
22,07/05/20,52.0
23,07/06/20,55.0
24,07/07/20,57.0
25,07/08/20,55.0
26,07/09/20,57.0
27,07/10/20,58.0
28,07/11/20,58.0
29,07/12/20,53.0
30,07/13/20,52.0
31,07/14/20,52.0
32,07/15/20,54.0
33,07/16/20,54.0
34,07/17/20,56.0
35,07/18/20,56.0
36,07/19/20,63.0
37,07/20/20,65.0
38,07/21/20,66.0
39,07/22/20,67.0
40,07/23/20,68.0
41,07/24/20,70.0
42,07/25/20,73.0
43,07/26/20,72.0
44,07/27/20,71.0
45,07/28/20,71.0
46,07/29/20,71.0
47,07/30/20,71.0
48,07/31/20,71.0
49,08/01/20,73.0
50,08/02/20,77.0
51,08/03/20,82.0
52,08/04/20,87.0
53,08/05/20,90.0
54,08/06/20,90.0
55,08/07/20,89.0
56,08/08/20,89.0
57,08/09/20,87.0
58,08/10/20,84.0
59,08/11/20,80.0
60,08/12/20,80.0
61,08/13/20,82.0
62,08/14/20,82.0
63,08/15/20,81.0
64,08/16/20,80.0
65,08/17/20,79.0
66,08/18/20,79.0
67,08/19/20,76.0
68,08/20/20,73.0
69,08/21/20,73.0
70,08/22/20,74.0
71,08/23/20,76.0
72,08/24/20,79.0
73,08/25/20,83.0
74,08/26/20,87.0
75,08/27/20,90.0
76,08/28/20,94.0
77,08/29/20,95.0
78,08/30/20,97.0
79,08/31/20,98.0
80,09/01/20,97.0
81,09/02/20,95.0
82,09/03/20,95.0
83,09/04/20,93.0
84,09/05/20,94.0
85,09/06/20,93.0
86,09/07/20,92.0
87,09/08/20,92.0
88,09/09/20,90.0
89,09/10/20,90.0
90,09/11/20,89.0
91,09/12/20,89.0
92,09/13/20,86.0
93,09/14/20,85.0
94,09/15/20,82.0
95,09/16/20,81.0
96,09/17/20,82.0
97,09/18/20,80.0
98,09/19/20,78.0
99,09/20/20,77.0
100,09/21/20,76.0
101,09/22/20,78.0
102,09/23/20,78.0
103,09/24/20,78.0
104,09/25/20,79.0
105,09/26/20,78.0
106,09/27/20,79.0
107,09/28/20,80.0
108,09/29/20,79.0
109,09/30/20,79.0
110,10/01/20,81.0
111,10/02/20,82.0
112,10/03/20,84.0
113,10/04/20,85.0
114,10/05/20,85.0
115,10/06/20,85.0
116,10/07/20,83.0
117,10/08/20,83.0
118,10/09/20,80.0
119,10/10/20,80.0
120,10/11/20,80.0
121,10/12/20,80.0
122,10/13/20,81.0
123,10/14/20,82.0
124,10/15/20,81.0
125,10/16/20,83.0
126,10/17/20,82.0
127,10/18/20,83.0
128,10/19/20,84.0
129,10/20/20,86.0
130,10/21/20,88.0
131,10/22/20,87.0
132,10/23/20,90.0
133,10/24/20,94.0
134,10/25/20,95.0
135,10/26/20,95.0
136,10/27/20,95.0
137,10/28/20,95.0
138,10/29/20,99.0
139,10/30/20,97.0
140,10/31/20,96.0
141,11/01/20,100.0
142,11/02/20,103.0
143,11/03/20,108.0
144,11/04/20,112.0
145,11/05/20,114.0
146,11/06/20,118.0
147,11/07/20,120.0
148,11/08/20,121.0
149,11/09/20,126.0
150,11/10/20,123.0
151,11/11/20,129.0
152,11/12/20,138.0
153,11/13/20,144.0
154,11/14/20,154.0
155,11/15/20,165.0
156,11/16/20,175.0
157,11/17/20,188.0
158,11/18/20,196.0
159,11/19/20,204.0
160,11/20/20,213.0
161,11/21/20,221.0
162,11/22/20,227.0
163,11/23/20,226.0
164,11/24/20,230.0
165,11/25/20,233.0
166,11/26/20,233.0
167,11/27/20,231.0
168,11/28/20,227.0
169,11/29/20,222.0
170,11/30/20,224.0
171,12/01/20,224.0
172,12/02/20,220.0
173,12/03/20,218.0
174,12/04/20,213.0
