vaccine_time,vaccine_amount,A1-R1,A1-R2,A2-R1,A2-R2,A3-R1,A3-R2,A4-R1,A4-R2,A5-R1,A5-R2,,,,,,,,,,
7/30/22,0.000774,0,0,2917.9514,334.033,568.9152,0,174.0732,0,0,0,,,,,,,,,,
7/31/22,0.000774,0,0,2917.9514,334.033,568.9152,0,174.0732,0,0,0,,,,,,,,,,
8/1/22,0.000774,0,0,2917.9514,334.033,568.9152,0,174.0732,0,0,0,,,,,,,,,,
8/2/22,0.000774,0,0,2917.9514,334.033,568.9152,0,174.0732,0,0,0,,,,,,,,,,
8/3/22,0.000774,0,0,2917.9514,334.033,568.9152,0,174.0732,0,0,0,,,,,,,,,,
8/4/22,0.001819,0,0,6628.895,758.863,1657.7414,0,339.6022,0,0,0,,,,,,,,,,
8/5/22,0.001104,0,0,3339.7588,382.3232,1469.65,0,505.869,0,0,0,,,,,,,,,,
8/6/22,0.001139,0,0,3720.6064,425.9248,1296.4812,0,436.8014,0,0,0,,,,,,,,,,
8/7/22,0.000865,0,0,2714.4852,310.7566,1105.4624,0,334.9612,0,0,0,,,,,,,,,,
8/8/22,0.000489,0,0,1752.0132,200.5626,421.5932,0,148.7976,0,0,0,,,,,,,,,,
8/9/22,0.000668,0,0,2196.7162,251.4708,758.9344,0,240.5942,0,0,0,,,,,,,,,,
8/10/22,0.000939,0,0,3123.2026,357.5474,1058.148,0,309.4,0,0,0,,,,,,,,,,
8/11/22,0.000414,0,0,1032.6106,118.2146,613.7306,0,239.0234,0,0,0,,,,,,,,,,
8/12/22,0.000414,0,0,1032.6106,118.2146,613.7306,0,239.0234,0,0,0,,,,,,,,,,
8/13/22,0.000414,0,0,1032.6106,118.2146,613.7306,0,239.0234,0,0,0,,,,,,,,,,
8/14/22,0.000414,0,0,1032.6106,118.2146,613.7306,0,239.0234,0,0,0,,,,,,,,,,
8/15/22,0.000414,0,0,1032.6106,118.2146,613.7306,0,239.0234,0,0,0,,,,,,,,,,
8/16/22,0.00034,0,0,927.5098,106.1718,492.7552,0,136.4216,0,0,0,,,,,,,,,,
8/17/22,0.000569,0,0,1213.1574,138.873,1030.5876,0,333.6522,0,0,0,,,,,,,,,,
8/18/22,0.000569,0,0,1213.1574,138.873,1030.5876,0,333.6522,0,0,0,,,,,,,,,,
8/19/22,0.000569,0,0,1213.1574,138.873,1030.5876,0,333.6522,0,0,0,,,,,,,,,,
8/20/22,0.000569,0,0,1213.1574,138.873,1030.5876,0,333.6522,0,0,0,,,,,,,,,,
8/21/22,0.000569,0,0,1213.1574,138.873,1030.5876,0,333.6522,0,0,0,,,,,,,,,,
8/22/22,0.000569,0,0,1213.1574,138.873,1030.5876,0,333.6522,0,0,0,,,,,,,,,,
8/23/22,0.000569,0,0,1213.1574,138.873,1030.5876,0,333.6522,0,0,0,,,,,,,,,,
8/24/22,0.000322,0,0,486.6624,55.7158,777.7602,0,222.1254,0,0,0,,,,,,,,,,
8/25/22,0.000322,0,0,486.6624,55.7158,777.7602,0,222.1254,0,0,0,,,,,,,,,,
8/26/22,0.001032,0,0,1911.6636,218.841,2176.6766,0,606.7096,0,0,0,,,,,,,,,,
8/27/22,0.001032,0,0,1911.6636,218.841,2176.6766,0,606.7096,0,0,0,,,,,,,,,,
8/28/22,0.000303,0,0,489.328,56.0252,703.6708,0,201.8954,0,0,0,,,,,,,,,,
8/29/22,0.000303,0,0,489.328,56.0252,703.6708,0,201.8954,0,0,0,,,,,,,,,,
8/30/22,0.000303,0,0,489.328,56.0252,703.6708,0,201.8954,0,0,0,,,,,,,,,,
8/31/22,0.000462,0,0,988.3188,113.1452,900.354,0,210.392,0,0,0,,,,,,,,,,
8/31/22,0.000462,0,0,988.3188,113.1452,900.354,0,210.392,0,0,0,,,,,,,,,,
9/1/22,0.000764,0,0,1257.1636,143.9186,1726.8804,0,502.656,0,0,0,,,,,,,,,,
9/2/22,0.000764,0,0,1257.1636,143.9186,1726.8804,0,502.656,0,0,0,,,,,,,,,,
9/3/22,0.000764,0,0,1257.1636,143.9186,1726.8804,0,502.656,0,0,0,,,,,,,,,,
9/4/22,0.000764,0,0,1257.1636,143.9186,1726.8804,0,502.656,0,0,0,,,,,,,,,,
9/5/22,0.000294,0,0,506.4164,57.9768,636.5548,0,200.8244,0,0,0,,,,,,,,,,
9/6/22,0.000376,0,0,590.4542,67.592,860.2272,0,240.3324,0,0,0,,,,,,,,,,
9/7/22,0.000865,0,0,1278.9406,146.4176,2254.0742,0,497.1344,0,0,0,,,,,,,,,,
9/8/22,0.001069,0,0,1852.711,212.1056,2413.4866,0,677.1338,0,0,0,,,,,,,,,,
9/9/22,0.000319,0,0,479.0226,54.8352,743.3454,0,240.6894,0,0,0,,,,,,,,,,
9/10/22,0.000319,0,0,479.0226,54.8352,743.3454,0,240.6894,0,0,0,,,,,,,,,,
9/11/22,0.000319,0,0,479.0226,54.8352,743.3454,0,240.6894,0,0,0,,,,,,,,,,
9/12/22,0.000319,0,0,479.0226,54.8352,743.3454,0,240.6894,0,0,0,,,,,,,,,,
9/13/22,0.000337,0,0,484.449,55.454,781.235,0,281.554,0,0,0,,,,,,,,,,
9/14/22,0.000268,0,0,422.45,48.3616,621.9892,0,190.4238,0,0,0,,,,,,,,,,
9/15/22,0.000268,0,0,422.45,48.3616,621.9892,0,190.4238,0,0,0,,,,,,,,,,
9/16/22,0.000268,0,0,422.45,48.3616,621.9892,0,190.4238,0,0,0,,,,,,,,,,
